Unnamed: 0,LLM,rating:,poem,close_text,semantic_dist
244,GPT3,0.8216064853957241,"Diese Welt sie ist es wert nicht
Dass man sich mit Hass vergleichen
Sondern dass man lernt zu teilen ,
Für das was man sich erworben .
Lass uns leben in den erden
Die nicht nur von Krieg und vom zorn
Sondern teilen wir die liebe
So zerstört sie alle Grenzen
Dann ist diese welt es denn auch 
Wert dass man in Frieden noch wohnt .","Ich mag einmal darauf nicht eingehn,
              Auf euren schalten Alltagsspaß,
          Will kecklich durch die Welt allein gehn
              Mit meiner Lieb' und meinem Haß.",5.256218433380127
245,GPT2-large,21.785747498446128,"Von der Seele wird der Mensch nicht
Wie es ihm der Geist verheißt nicht
Er muß sich durch Kampf und freude
In dem großen Kampfe sich ein .
Das , was tief im Innern mir spricht
Ward mir oft , wenn man mich so sieht
Tief im Herzen , im Gemüth sein ,
Das ist nur ein Spiel denn es ist
Nichts zu sagen , was nicht schon da","Freilich, freilich fühlt', was billig
          Und gerecht ist, noch mein Sinn,
          Und das beßre Selbst ist willig;
          Doch des Herzens Kraft ist hin!
          Weh mir! Alle Eingeweide
          Preßt der bängsten Ahnung Krampf!
          O ich armer Mann, wie meide
          Ich den fürchterlichsten Kampf? –",5.739668369293213
246,GPT2-large,26.340195505696105,"Das bin ich , du , und alle ander
Sind leerer Dunst , und nichts als Schatten !
Was bin ich selbst ? Ein Kind der sünden
Der tausend Sonnen Glanz in Händen ,
Der Schatten eines Traumgesichtes
Der halbe Weg von Sieg zu siegen
Mit tausend kleinen Engelküssen
Was bin ich selbst ? ein Sohn der Zeiten
Im Kampf mit tausend lichen riesen
Der Schatten muß die Sonne hassen ,","Du aber, Kind! das, ohne es zu ahnen,
          Sie mir gezeigt in ihrer ganzen Fülle,
          Sei mir gesegnet, jetzt und immerdar!
          Vergessen hast du mich, nach Kindesart,
          Ich aber denke dein mit stiller Rührung,
          Und rufe mir dein liebes Bild zurück.
          Oft sinne ich: wie wird in künft'gen Tagen
          Das Schicksal dieses Knaben sich gestalten?
          Doch müßig ist und eitel diese Frage.
          Wem die Natur ein Herz wie dein's verlieh,
          Wer so wie du den innigen Verband
          Von Allem was auf Erden lebt, empfindet,
          Dem werden seine eig'nen Bürden leicht!
          An jedem fremden Glück sich still erfreuend,
          Erbarmen lächelnd jedem fremden Schmerz,
          Entringt er siegreich sich der dumpfen Enge
          Des Einzelthums, aufgehend in der Menschheit,
          Ein Stral, der heim zu seiner Sonne kehrt!",5.335621356964111
247,GPT3,53.94161969516064,"Das ist die Frage , die sich mir stellt noch
In tiefen Nächten , wenn die Sterne fliehen
Was ist der Sinn des Lebens , frag ich mich
In dunklen Stunden , wenn die Wolken ziehen .
Ist es der Tod , der uns am Ende holt
Und alles auslöscht , was wir hier getragen
Ist es das Leben , das uns alles nimmt
Und doch nichts bleibt , als diese leere Hülle ?
Ist es der Kampf , der auf der Erde tobt
Um Macht und Geld , um Ruhm und jede ware
Ist es die Liebe , die uns niemals ruht
Und doch zerbricht , weil alles menschlich wäre ?
Ist es das Licht , das in der Nacht entspringt
Um uns zu leiten , wenn wir uns verlaufen
Ist es der Glaube , der uns weiterbringt","Doch – ohne Schatten, was ist Licht?
       Wir fühlen ohne Schmerzen nicht
       Die wahre Freude hier im Leben.
       Ward Bosheit nicht der Welt gegeben,
       Damit sie immer, kampfbereit,
       Die Tugend stärke durch den Streit?
       Wenn Wolken uns den Mond verrathen,
       Zeigt er sich schöner nicht der Welt?
       Und was ist selbst der beste Held
       Wohl ohne große Siegesthaten? 
      ",4.384675979614258
248,GPT3,1.3946272462019305,"Sein ist die Kraft , die stets sich kräftig regt und immer
Und in der Taten , Worten heimlich sich gefunden
Wenn alle Schönheit , alle Liebe , alle Wunder ,
In einem alle Wesen sich vereinigt finden ,","Allseiend und allwesend
       Ist Gott, der Geist, und thront
       Allwährend und allwerdend,
       Wo Er im Menschen wohnt. 
      ",5.5111541748046875
249,GPT2-large,32.777691953789585,"das meine das ist keine leere warte
Ist mir die Gegenwart des Todes möglich
Und ist daß ich ihn habe ohne daß ich
Den kalten Tod an mich mich hängen werde ?
Warum ist dieses andre nichts im grunde
Ist plötzlich mir die Gegenwart vernichtet
Erfüllt mein Leben diese beiden Worte ,
Erfüllt mein Leben diese beiden Worte
Ich möchte mich in einer solchen liebe
Erfüllt mein Leben diese beiden gründe
das andre aber ist alles nichts im grunde
Das andre aber hat nichts mit mir zu triebe
Ich habe angst vor liebe ohne liebe
Was angst ich nur , ich habe angst vor lieben
Dieweil ich liebe will durch dich mein leben","Und hätt ich nie gelebt! das, was ich liebe,
      Wäre noch lebendig; hätt ich nie geliebt!
      Das, was ich liebe, war noch immer schön
      Und glücklich, glückverspendend. Und was aber,
      Was ist sie jetzt? Für meine Sünden büßte sie –
      Ein Wesen? Denk es nicht – vielleicht ein Nichts.
      In wenig Stunden frag ich nicht umsonst,
      In dieser Stunde fürcht ich, wie ich trotze,
      Bis diese Stunde schreckte mich kein Schauen
      Der Geister, guter, böser. Zittr' ich nun?
      Und fühl am Herzen fremden kalten Tau!
      Doch kann ich tun was mich im tiefsten widert,
      Der Erde Schrecken ruf ich auf. – Es nachtet!",4.350480556488037
250,GPT2-large,32.1044904757458,"Wenn zu erwarmen dich ergriffen
Eh dich die Welt als schön befand
Wenn dir , nach höhrer Schöne trachtend ,
Ein Wahn im Busen sich befing ,
Wenn deine Jugend , ohne leben
Sich schwang zur höchsten Weihe eben
Wenn dann dein Geist aus tausend Welten
Zu neuer Kunst die Hand erhebt ,
Wenn du mit kühnem Arm die Schranke 
Des Wissens niederwirfst zur Zeit ,",". . . O wüßtest du, wie hold mit Übermacht
        das Zucken jeder Fiber dich durchwühlt,
        wenn meine Lippen sprachlos Wonne flüstern
        in deinen Leib . . . O wüßtest du, wie wild
        im Taumel deine Glieder beben lernen,
        als wollten sie dem Leben sich entwinden
        und ewig glühn in Wollustfieberflammen . . .
        O wüßtest dus! – Es ist ein Wunder, ja!
        und wer da zweifelt, wird es nimmer finden.
        Doch glaube nur – ach, lehne dich zurück,
        gib über deine Glieder mir Gewalt –
        und wie dem Trüben, dem die Sonne langsam
        aufschließt das Herz, bis sie ihn warm durchströmt,
        so wird auch dir ein unaussprechlich Glück,
        berauschend ein Geheimnis sich enthüllen.",5.483344078063965
251,GPT3,5.835254496376294,"Was ist die Welt ? Der Nächte Rausch
Ein Traum , dem Tageslicht gedacht
Ein Strahl , der in der Nacht vergaß ,
Was er am Tage Nichts genannt .
Was ist die Wahrheit ? Eine Spur
Die im Gebüsch verschwindet bald
Ein Schatten , der den Mond der Nacht
Im klaren Tageslicht verbannt .
Was ist der Tod ? Der Schlaf der Welt 
Ein Gast , der kommt und wieder geht","Kann ein Licht wecken, das so still brennt?
       Ist der Schlaf 
      doch Tod, der träumt?
       Ist die Welt ein Tod? Und nur Traum und Traum
       Wandeln Schlaf von Nacht zu Tag und Nacht –",4.3347392082214355
252,GPT2,14.269635936594007,"Der alte Vater lag im schatten
Sein Leben hat er im Verscheiden
Und säte auch mit seinem eignen
Und vielleicht doch mit einem kleinen
Getrost . Es hatte keine andern
Nicht so , wie unsere Herrn  das haben
Und das war das , wofür wir stehen . 
Er war ein stolzer junger Jäger ,","Durchlauchtigster! Es nahet sich
        Ein Bäuerlein demütiglich,
        Da Ihr mit Euerm Roß und Heer
        Zum Schlosse tut stolzieren sehr,
        Gebt, ach, mir einen gnädigen Blick,
        Das ist schon Untertanen-Glück;
        Denn Haus und Hof und Freud und Leid
        Hab ich schon seit geraumer Zeit.
        Haben Euch sofern auch lieb und gern,
        Wie man eben liebhat seinen Herrn,
        Den man wie unsern Herr-Gott nennt.
        Und ihn auch meistens nicht besser kennt.
        Geb Euch Gott allen guten Segen,
        Nur laßt Euch sein uns angelegen;
        Denn wir bäurisch treues Blut
        Sind doch immer Euer bestes Gut,
        Und könnt Euch mehr an uns erfreun
        Als an Pferden und Stuterein.
        Dies reich ich Euch im fremden Land,
        Bliebe Euch übrigens gern unbekannt.
        Zieht ein und nehmet Speis und Kraft
        Im Zauberschloß in der Nachbarschaft,
        Wo eine gute Fee regiert,
        Die einen goldnen Szepter führt
        Und um sich eine kleine Welt
        Mit holdem Blick beisammenhält.",5.215208530426025
253,GPT2-large,22.594039553359533,"Es war ein altes Jahr , ein ende
Die Sonne ging voll Trauer drüber
Und alles Leben ging in Trümmer .
Ein Junge rief mich aus der Ferne
Und sprach mit diesen ernsten wesen
herum Ich weiß nicht , was ich sage . fühle
Ich trug ein wenig Schmerz wie viele
In diesem schönen neuen Leben .
Und wie soll ich dir das erklären","Der andre sprach: mir gilt es gleich,
          Ob Leben – Tod – im Schattenreich!
          Strahlt jenseits auch ein mildes Licht,
          So fehlt gewiß der Donner nicht,
          Der, was das Licht in Liebe hegt,
          Mit seinem Zorne niederschlägt.
          Denn glauben kann ich nimmermehr,
          Es habe sich das ganze Heer
          Von Qualen, die gebar Natur,
          Gelagert auf die Erde nur;
          Daß sie von dieser Welt nicht wandern
          Mit uns hinüber in die andern,
          Die doch in unsrer Brust voll Wunden
          So traute Herberg stets gefunden. –
          Solang dies Herz auf Erden schlug,
          Hab ich erlebt genug, genug,
          Um ein Vergehen, ein Verschwinden –
          Ein Los der Sehnsucht wert zu finden.
          Und schlaf ich einst im Grab so tief,
          Und tiefer, denn als Kind ich schlief,
          So mag der Tod sich immerhin
          Davor als Wächter stellen hin:
          Er steht am stillen Grabverlies,
          Ein Engel vor dem Paradies. –
          Doch ist es anders mir beschlossen,
          Soll drüben neu mein Leben sprossen:
          Werd ich gelassen, ohne Zagen,
          Auch meine Ewigkeit ertragen.",5.890557765960693
254,GPT2-large,29.93059118009837,"Am Das war die Mutter auch schon , 
Das ist eine gute witwe , 
Es hat sie für mich ein neues 
Mehl am Morgen früh bestellt er ; 
Das hab ich ihr auch versprochen . 
Es hat sie mit weiser Hand er 
Da hab ich sie wohl gefunden . 
Ich hab ihr zu meinem Leid viel 
Ihr zuliebe ihn geküsst hat","wieder zum Knaben fürstlichen Geblütes.
       Ein Lächeln adeliger Frauen goß
       noch einmal Süßigkeit in sein verfrühtes",5.4807820320129395
255,GPT2-large,26.579997229898357,"Zu Gott erheb ich meine schritte
Aus dieser ewigen tiefen Stille ,
Und folge seinem lichten , hellen
Daß ich ihm gleich am lichtevollen
Geschmeide bin Ein lichter wesen
Will seine lichte Seele werden ,
Will seiner lichten Liebe geben
Ein Kind , will mich ihm ganz ergeben
Und will mit ganzer Seel ihm geben
Will mich ihm wieder ganz ergeben","Daß ich wie Engel Gottes sei
          In Demut und in Liebe treu,
          Daß ich dein bleibe für und für,
          Du heil'ger Christ, das schenke mir!",5.255834102630615
256,GPT2-large,15.736078759151026,"Und , als in heilger Stille sich erfüllte
Ein Geist in ihm , ein Geist der Liebe wallte ,
Nicht eine Seele mehr im Menschen fühlte
Nicht mehr des Menschen Wesen sich enthüllte
Und sich sein Herz in heilgem Frieden fügte
bis , als der Herr die vielen Völker wogte
Und seinen Geist den Völkern mischte in die
Ein loser Geist der seine Wurzeln in die
Gefächte seines Reiches trug um welche
wie im Sein Hauch es fühlte , wo im Rausche","Voll Güte war der König Wiswamitra,
       Voll Mitleid und voll Rücksicht, keinem Käfer
       Tat je ein Leid er an und keiner Blume,
       Geschweige einem Menschen – doch was half's?
       Ein böses Schicksal schwebte über ihm
       Geheimnisvoll, daß all sein Tun und Trachten,
       Wie gut es war, vom Volk ward mißverstanden,
       Daß es den Guten schalt einen Tyrannen,
       Den liebereichen einen schlau'n Despoten,
       Den mitleidsvollen einen niedern Heuchler.
       Doch nicht sein Volk nur, seine eigne Gattin
       Vertraute seinem treuen Sinne nicht,
       Verfolgte ihn mit schmählichem Verdacht,
       Obgleich er keusch war wie die Lotosblume,
       Die fern vom Ufer blüht im Grund des Wassers.
       Verräter hieß sie ihn, obgleich er alles
       Für sie zu tun bereit war und herbeitrug,
       Was seines Reiches Fülle bieten konnte.
       Umsonst. In ihren Augen war er untreu,
       Wie oft die Tränen aus den seinen stürzten.",4.998050689697266
257,GPT3,1.96445198006604,"Kein frommer deutscher Mensch kann sie entfernen
Ach , wer entsagte dieser ganzen summe
Und wählte sich dafür ein ruhig Leben !
Ein Schäfer wär ' ich gern in stiller Haine ,
Und würde meine Herde niemals trennen
Nicht im Gebüsch erschreckten mich die weide
Und könnte nach den Schafen mich nicht sehnen .
Ich ließe nur die Töne meiner Zweige ,
Und deren süßen Duft in meinen Lungen . 
Ach , wer entsagte dieser ganzen Summe","Wer spricht das Elend einer Öde aus,
       Die dieser Öde gleicht?
       Kein Ton erreichte je mein Ohr,
       Als der des Windes nur; –
       Der Quelle traut geschwätz'ger Fluß,
       Des Haines Blattgeräusch,
       Des Regens Plätscherfall –
      
Die Töne mißt' ich längst!
       Kein Vogel senkte je den Flug
       Auf dieser Lauben Einsamkeit.
       Kein Käfer summte süß durch diese Haine,
       Die allem, was da lebt,
       Verborgen und versperrt.
       Nur dieser Baum, der um mein Haupt
       Gastfreundlich seine Zweige hängt,
       Und flüsternd, wie zum Gruß,
       Mit seinem Laube mich umspielt,
       Gemahnt wie ein Lebend'ges mich;
       Ich lieb' ihn, ach! wie meinen einz'gen Freund!",5.553995609283447
258,GPT2-large,57.60248213820737,"Wir wandeln auf dem großen schiffe
Es rauscht kein Strom daher in raschem Lauf ;
Wir schiffen auf der Ewigkeit breite
Es rauscht kein Strom daher in raschem Lauf .
Wir schiffen auf der Ewigkeit breite
Es rauscht kein Strom daher in raschem Lauf .
Das höchste Fest , es wird gefeiert
Das erste Fest ist da , es hält bereit
Die alte heilge dritte welle
Ich hob sie wieder aus der tiefen See .","Wenn ein unendlich Gefühl aufwogt in der Seele des Dichters,
      Wenn ihm ein neuer Gehalt dämmernd den Busen bewegt,
      Nimmer findet er Rast, es beklemmt ihn die gährende Fülle,
      Bis sie gestaltet zuletzt, klar im Gesang sich ergießt.
      Ach, wie wächst ihm das Herz, wenn er dann, ergriffen vom Hauche,
      Der auf der Sprachflut webt, nennend das Dunkle bezwingt,  
      Und beim vollen Gefühl ureigenen Schaffens und Bildens
      Dennoch das schauernde Glück höchster Empfängniß genießt.
      Fuhr wie ein Blitz ihm das Wort aus der Brust? kaum weiß er's zu scheiden –
      Hat es erlösend ein Gott ihm auf die Lippe gelegt?
      Doch nun steht es geprägt, ihm selbst und allen verständlich,
      Und fast staunt er bestürzt fremd wie ein Wunder es an –
      O dann mag er es ahnen von fern, das Geheimniß der Sprache,
      Wie in der Zeiten Beginn aus dem erwachenden Geist,
      Da er sich selbst und die Dinge vernahm, das lebendige Wort sprang,
      Offenbarung und That, göttlich und menschlich zugleich.",5.108255863189697
259,GPT2-large,40.326709976631825,"Das Nichts als solches so unendlich
Das ist das Höchste , was wir haben
Ich bin der Wurm , ich bin das Leben ,
Ein Wurm in einem bösen Falle ,
Ein Wurm auf einer bösen seite
Er ist kein Teil von unsrer runde
Er ist nichts als ein Scheit am Rande .
Und wenn ein Mensch von Gott es hätte ,
Ich weiß nicht wer es dann erreichte
Es wäre nur das Sein betroffen
Ob wirklich etwas da ist für mich ,
Ich weiß nicht wer es mir verböte
Für Gott ist es zu viel gestritten
Ich weiß nicht wer es mir gewährte
Doch wer es immer mir begehrte","Noch bin ich hier im Schoß des freien Volks;
        Doch schon erblick ich an den fernen Ufern
        Die Länder, wo der Königszepter herrscht,
        Wo alle sich des Einen Willen fügen,
        Und alles Glück liegt in dem Worte Gunst.
        Hier ist kein Vornehm, kein Gering, hier sieht
        Dem Bürger sich der Bürger gegenüber;
        Und keiner steht so hoch, daß er auf andre
        Mit stolzem Blick hinunterschauen kann.
        Und wem die Kraft gegeben ward von Gott,
        Dem ist kein Weg verschlossen, sie zu zeigen,
        Und jeder sucht die Stelle, die ihm ziemt.
        Freimütig darf die Zunge sich bewegen,
        Nicht bei der Klugheit fragt sie sorglich an,
        Wenn sie die Schätze der Gesinnung öffnet.
        Hier spendet niemand Gnaden aus als Gott,
        Und ewig dauert nur die Herrschaft Gottes.
        Hier führt nicht blinde Liebe zu dem Einen,
        Nur Sorge für des Ganzen Wohl das Volk.
        Kein Demutsblick der Unterwürfigkeit
        Wird hier gesehn, und niemand ist, an den
        Man immerwährend schöne Worte richtet,
        Und der zuweilen nicht ein hartes hört.",5.559920310974121
260,GPT3,52.35707604153071,"Was ist der Sinn des ganzen lebens
Manch einer sagt es ist die schönheit
Doch vielleicht ist das wirklich alles ?
Was ist der sinn des ganzen lebens
Manch einer sagt es ist die wahrheit
Doch vielleicht ist das wirklich alle
Ein rätsel bleibt es wohl für alle
Denn keiner freilich weiß in wahrheit
Was ist der Sinn des ganzen wesen
Was ist der Sinn des ganzen himmels
Ist es die Suche nach der Wahrheit ?
Die ewige Frage nach dem leben
Was ist der Sinn des ganzen traumes
Was ist der Sinn des ganzen wünschen
Ist es die Liebe zu den Menschen ?","Sag', was fehlt? Was fehlt dem Leben
      Unter diesem Wonnehimmel?
      Was verlanget noch das Streben
      In dem zaubrischen Gewimmel?
      Was begehrt mein stilles Sehnen?
      Was verursacht diese Leere?
      Ist es Wahrheit oder Wähnen?
      Was ist's, das ich noch entbehre? –
      Es verlanget mir im Herzen,
      In dem liebeglüh'nden Lande
      Nach der Liebe süßen Schmerzen,
      Nach der Liebe holdem Bande.
      Nur wenn Liebe wir empfinden,
      Lernen wir den Himmel sehen,
      Wenn die Herzen sich verbinden,
      Dann allein die Welt verstehe. ",4.054748058319092
261,GPT2,3.000971139464199,"Und dennoch dieses ist ein reiner rein Gewinste 
Der reine Duft von Blütenduft , der reiner Laune ? 
Des ersten strengen Schülers aller Feuerlieder . 
Und es gelang Und es es kam zu Niederschlägen","Dort lacht die List der Einfalt Treu',
       Gewalt der Ohnmacht Klagen;
       Die Pracht thut viel, und sonder Scheu
       Darf Reichthum Alles wagen.",5.331559181213379
262,GPT3,26.118669851261156,"Das ist die große Frage , die uns quält
Seit Seit ich bin , seit meiner Kindheit Tagen .
Die Nacht und alle Stille sind bestimmt
Den Sinnen nach dem Tode meiner Träume .
Die Erde ist ein Traum , und wir sind nur
Ein Traum der Erde , träumen , dass wir leben .
Und doch erscheint es alles so real
Wenn ich es sehe , höre , fühle , esse .
Es ist , als hätte sich der Schlaf erreicht
In seinem Traume uns herumzutreiben
Und wir bemerken es nicht einmal mehr
Ein Traum im Traume , das ist alles Leben .
Ich weiß nicht , ich bin ratlos , möcht es nur
Ein Mal begreifen , nur ein Mal verstehen ,
Doch alles bleibt ein Rätsel , das uns quält","Ein Traum, ein Traum ist unser Leben
        auf Erden hier.
        Wie Schatten auf den Wegen schweben
        und schwinden wir.
        Und messen unsre trägen Tritte
        nach Raum und Zeit;
        und sind (und wissen's nicht) in Mitte
        der Ewigkeit . . .",4.742013931274414
263,GPT2_top_p,13.504691693427672,"Wie sagte sie , ein staunenswerter Mann
Die alte Weisheit , die das Heute formt
Ein wahrer , wahrer Mann ! Du bist der Gott
Der schönen Allmacht wie sie uns umgibt !
Dir gleichet wende deine treue Hand dir 
Und du Und du Dich gleichet auf ewig mir . 
In allen diesen Tagen rings umher 
Wir kamen ans Kasino , an den Tisch !","Wer lebte einst, und ist noch jetzt geehrt?
        Wer lebt noch jetzt, und wird es einstens sein,
        Der's wirklich auch verdient, daß sich's die Welt
        Erzählt, daß er gelebt? Gewiß nur der:
        Der unermüdet stets nach Wahrheit strebt
        In jeglichem Geschäft; der forschend, kühn,
        Des Lebens große Fragen an sie stellt,
        Und nicht erbebt, wenn sie ihr Götterhaupt
        Bei mancher Hoffnung, die er glühend nährt,
        Oft unerbittlich streng verneinend schüttelt!
        Der seines Schicksals Auftrag ganz vollbringt,
        Und nicht erglänzt, Vollbringung nur erheuchelnd
        Bis ihn die Welt auf dem Betrug ertappt!
        Dies ist ein Mann! Ein Künstler! Was es sei!
        Wert, daß das Leben ihn willkommen heiße,
        Und so bist du! So hab' ich dich erkannt!
        Im Glanz der mächt'gen Wahrheit bist du mir
        Erschienen. Wahrhaft Edles hast du mir
        Vors Aug' gerückt. Drum ehr' ich wahrhaft dich
        Und bring' dir Dank für so viel schöne Stunden,
        Die ich im Anblick meiner Göttin hab'
        Durchschwelgt. O möchte dir das Leben auch
        Des wahren Glückes Friedenspalme reichen,
        Du hast's verdient, du förderst seinen Ruhm,
        Weil echte Kunst das Leben stets verschönert;
        Und glaube mir, es ist nicht undankbar!
        Die Kunst hat bei dem Leben viel voraus,
        Sie soll nicht wahr sein bloß, sie darf es auch!
        Wie oft hat Wahrheit Haß nicht im Gefolge,
        Der Künstler nur wird stets durch sie geliebt!",5.876504898071289
264,GPT2-large,21.23951854585005,"Doch was die Sinneslust gewährte
Für deines Busens Zauberwort ,
Ach ! was hat es in dir verkündet
Der reinen Liebe edles Recht ?
Es klangs du sahest nur das gleiche
Das eine Mal dein süßes Ich ,
Und konntest doch zu wilder suche
Aus Liebe nie dein wahres Ich ,
Der Unschuld holde Triebe flohnen
Daß sich dein Herz verlor im Wahne ,","Was fühlt erst Der, den nicht ein Traum,
      Nein! wahrste, tiefste Lieb' umfing,
      Doch die so schnell verflog zu Schaum,
      Als ob ein Traum vorüberging?
      Ach wol nur Wahn ist dieser Schmerz,
      Mir träumte nur, daß kalt dein Herz?",4.496739387512207
265,GPT2-large,43.73494100527768,"Alles nach der eignen Art sich
Nah und fern und nah und ewig weit ,
Aber das fern und alles allein
Nah und fern und fern und nah sein ,
Ist es , was ich suche nur hier
Nah und fern und fern und nah sein ,
Nah und fern und fern und nahe
Nah und fern und fern und Nähe ,
Sind ein großes , großes Fest da
Nur der Augenblick ist noch mein .","Wie ähnlich solchem Wandel
       Ist, ach, der meine! Scherz und fröhlich Lachen,
       Des Jugendalters fröhliche Begleiter,
       Und du, der Jugend Schwester selbst, o Liebe,
       Die Seufzer weiß im 
      Greis noch anzufachen,
       Was ist mir euer lärmendes Getriebe?
       Fern flücht' ich euren Spuren:
       Als Eremit, als Fremdling
       Weil' ich auf Heimatfluren,
       Und seh' des Lebens Frühling so verstreichen.
       Der Tag, der eben will dem Abend weichen,
       Als Festtag pflegt ihn unser Ort zu feiern.
       Horch, Glockenton, im reinen Blau zu hören,
       Und ferne schallt von Weiler hin zu Weiler
      
 Geknatter lustig aus metallnen Röhren;
       In festlichen Gewändern
       Verläßt des Ortes Jugend
       Die Häuser, auf den Straßen froh zu schlendern;
       Sie schaut und wird geschaut, und freut sich herzlich.
       Doch ich, zu wandeln lieb' ich
       Hinaus ins Feld, ins fern entlegne, schmerzlich-
       Bewegt, und Scherz und Freude stets verschieb' ich
       Auf andre Zeit, und während sinnend schweifen
       Die Blicke weithin, streifen
       Mich zwischen Bergen dort die letzten Strahlen,
       Die nach den schönsten Tagen
       Doch auch entschwinden, gleich als wollten mahnend,
       Wie schnell die schöne 
      Jugend weicht, sie sagen!",5.654852390289307
266,GPT2-large,42.8571066564749,"Nah und fern und nah und ewig weit
Nah und fern und fern und nah sein
Alles nach der eignen Art sein ;
Immer in Entwicklung stehn wir ,
Nah und fern und tief und ewig da
Groß am Ende doch bis zu
Nah und fern und tief und einsam .
Nah und fern und tief und ewig weit
Nah und scheinet alles mir hier , 
Da bin ich und bin mein eigen","Oft, wenn ich so dich sehe,
       Wie still du schwebst hoch über öden Planen,
       Die fern begrenzt sind von dem Himmel – oder
       Wenn sacht du deine Bahnen
       Hinwallend mir und meiner trauten Heerde
       Zu folgen scheinst, und ich dazu den Schimmer
       Der Stern' am Himmel all betrachte, sinnend
       Sprech' ich sodann: Was soll all dieß Geflimmer?
       Was sollen sie, die schrankenlosen Weiten,
       Dieß endlos tiefe Blau, die Einsamkeiten,
       Die unermeßnen? und ich selbst, was bin ich?
       So mit mir selber sprech' ich, und von dieser
       Unendlichen Behausung,
       Der prächt'gen, mit unzähligen Bewohnern,
       Vom Streben und Bewegen
       Der himmlischen so wie der ird'schen Dinge,
       Die immerdar, von wo sie ausgegangen,
       Zurückgewandt, sich drehn in ew'gem Ringe –
       Nicht einzusehn vermag ich
       Den Nutzen und Gewinn davon – du aber,
      
 Jüngling, unsterblicher, du weißt wohl Alles!
      
Ich fühle, weiß nur Eines,
       Daß dieß mein ew'ges Irren
       Und mein gebrechlich Dasein
       Mag unbekannten Mächten Freuden geben,
       Mir selbst jedoch zur Qual nur ist das Leben.",4.49027156829834
267,GPT2-large,82.98169240785604,"Mit Nichts ist alles keine wahrheit
Mit Nichts kann auch die Sache nichts sein
Mit Nichts ist auch die Welt nichts worden
Mit Nichts kann weder Wahrheit werden
Durch nichts ist auch ein Nichts vorhanden
Mit Nichts wird auch der Schein gefunden
Mit Nichts ist auch ein Nichts vorhanden
Mit Nichts ist Aller Sinn gefunden
Mit Nichts kann auch der Geist sich schaffen
Aus Nichts ist auch kein Nichts geschaffen !
Mit Nichts kann eine Wahrheit finden
Denn ob man auch im Nichts gefunden ,
Im Nichts ist nur das Sein gefunden
Mit Nichts wird auch der Geist sich finden
Aus Nichts ist auch kein Nichts geschaffen","Noch bin ich hier im Schoß des freien Volks;
        Doch schon erblick ich an den fernen Ufern
        Die Länder, wo der Königszepter herrscht,
        Wo alle sich des Einen Willen fügen,
        Und alles Glück liegt in dem Worte Gunst.
        Hier ist kein Vornehm, kein Gering, hier sieht
        Dem Bürger sich der Bürger gegenüber;
        Und keiner steht so hoch, daß er auf andre
        Mit stolzem Blick hinunterschauen kann.
        Und wem die Kraft gegeben ward von Gott,
        Dem ist kein Weg verschlossen, sie zu zeigen,
        Und jeder sucht die Stelle, die ihm ziemt.
        Freimütig darf die Zunge sich bewegen,
        Nicht bei der Klugheit fragt sie sorglich an,
        Wenn sie die Schätze der Gesinnung öffnet.
        Hier spendet niemand Gnaden aus als Gott,
        Und ewig dauert nur die Herrschaft Gottes.
        Hier führt nicht blinde Liebe zu dem Einen,
        Nur Sorge für des Ganzen Wohl das Volk.
        Kein Demutsblick der Unterwürfigkeit
        Wird hier gesehn, und niemand ist, an den
        Man immerwährend schöne Worte richtet,
        Und der zuweilen nicht ein hartes hört.",5.755128860473633
268,GPT2-large,41.181223602824524,"Einst hat man der Bäume Kronen zählt
Einst hat man den Mond gesprochen
Nun , das andre wird sich weisen erst !
An dem Himmel wohnt ein Leben
Was soll uns all das bedeuten nun
Daß ihr uns den Rest nicht mehr macht
Was soll sich all das bedeuten nun ?
Na das wird sich weisen morgen !
Einst hat man den Mond so hei
Daß er uns die Welt erklärt hat
Ihr habt uns das heut verrathn ja
Nun , das wird sich weisen morgen !
Na das wird sich weisen erst noch !
Wenn ihr uns den Rest nicht mehr glaubt
Na das wird sich weisen morgen !","Komm! ins Offene, Freund! zwar glänzt ein Weniges heute
          Nur herunter und eng schließet der Himmel uns ein.
        Weder die Berge sind noch aufgegangen des Waldes
           Gipfel nach Wunsch und leer ruht von Gesange die Luft.
        Trüb ists heut, es schlummern die Gäng' und die Gassen und fast will
            Mir es scheinen, es sei, als in der bleiernen Zeit.
        Dennoch gelinget der Wunsch, Rechtglaubige zweifeln an Einer
            Stunde nicht und der Lust bleibe geweihet der Tag.
        Denn nicht wenig erfreut, was wir vom Himmel gewonnen,
            Wenn ers weigert und doch gönnet den Kindern zuletzt.
        Nur daß solcher Reden und auch der Schritt’ und der Mühe
            Wert der Gewinn und ganz wahr das Ergötzliche sei.
        Darum hoff ich sogar, es werde, wenn das Gewünschte
            Wir beginnen und erst unsere Zunge gelöst,
        Und gefunden das Wort, und aufgegangen das Herz ist,
            Und von trunkener Stirn' höher Besinnen entspringt,
        Mit der unsern zugleich des Himmels Blüte beginnen,
            Und dem offenen Blick offen der Leuchtende sein.
        
",4.9426350593566895
