author;title;vers;Reimschema;
Schiller;Der philosophische Egoist.;"Hast du den Säugling gesehn, der, unbewußt noch der Liebe,
           Die ihn wärmet und wiegt, schlafend von Arm zu Arm
       Wandert, bis bei der Leidenschaft Ruf der Jüngling erwachet,
           Und des Bewußtseins Blitz dämmernd die Welt ihm erhellt?
       Hast du die Mutter gesehn, wenn sie süßen Schlummer dem Liebling
           Kauft mit dem eigenen Schlaf und für das träumende sorgt,
       Mit dem eigenen Leben ernährt die zitternde Flamme
           Und mit der Sorge selbst sich für die Sorge belohnt?
       Und du lästerst die große Natur, die, bald Kind und bald Mutter,
           Jetzt empfänget, jetzt gibt, nur durch Bedürfniß besteht?
       Selbstgenügsam willst du dem schönen Ring dich entziehen,
           Der Geschöpf an Geschöpf reiht in vertraulichem Bund?
       Willst, du Armer, stehen allein und allein durch dich selber,
           Wenn durch der Kräfte Tausch selbst das Unendliche steht?";;
Schiller;Die Worte des Glaubens.;"Drei Worte nenn' ich euch, inhaltschwer,
           Sie gehen von Munde zu Munde,
       Doch stammen sie nicht von außen her;
           Das Herz nur gibt davon Kunde.
       Dem Menschen ist aller Werth geraubt,
       Wenn er nicht mehr an die drei Worte glaubt.";;
Schiller;Die Worte des Glaubens.;"Der Mensch ist frei geschaffen, ist frei,
           Und würd' er in Ketten geboren,
       Laßt euch nicht irren des Pöbels Geschrei,
           Nicht den Mißbrauch rasender Thoren!
       Vor dem Sklaven, wenn er die Kette bricht,
       Vor dem freien Menschen erzittert nicht!";;
Schiller;Die Worte des Glaubens.;"Und die Tugend, sie ist kein leerer Schall,
           Der Mensch kann sie üben im Leben,
       Und sollt' er auch straucheln überall,
           Er kann nach der göttlichen streben,
       Und was kein Verstand der Verständigen sieht,
       Das übet in Einfalt ein kindlich Gemüth.";;
Schiller;Die Worte des Glaubens.;"Und ein Gott ist, ein heiliger Wille lebt,
           Wie auch der menschliche wanke;
       Hoch über der Zeit und dem Raume webt
           Lebendig der höchste Gedanke,
       Und ob Alles in ewigem Wechsel kreist,
       Es beharret im Wechsel ein ruhiger Geist.";;
Schiller;Die Worte des Glaubens.;"Die drei Worte bewahret euch, inhaltschwer,
           Sie pflanzet von Munde zu Munde,
       Und stammen sie gleich nicht von außen her,
           Euer Innres gibt davon Kunde.
       Dem Menschen ist nimmer sein Werth geraubt,
       So lang er noch an die drei Worte glaubt.";;
Schiller;Die Worte des Wahns.;"Drei Worte hört man, bedeutungschwer,
           Im Munde der Guten und Besten.
       Sie schallen vergeblich, ihr Klang ist leer,
           Sie können nicht helfen und trösten.
       Verscherzt ist dem Menschen des Lebens Frucht,
       So lang er die Schatten zu haschen sucht.";;
Schiller;Die Worte des Wahns.;"So lang er glaubt an die goldene Zeit,
           Wo das Rechte, das Gute wird siegen –
       Das Rechte, das Gute führt ewig Streit,
           Nie wird der Feind ihm erliegen,
       Und erstickst du ihn nicht in den Lüften frei,
       Stets wächst ihm die Kraft auf der Erde neu.";;
Schiller;Die Worte des Wahns.;"So lang er glaubt, daß das buhlende Glück
           Sich dem Edeln vereinigen werde –
       Dem Schlechten folgt es mit Liebesblick;
           Nicht dem Guten gehöret die Erde,
       Er ist ein Fremdling, er wandert aus
       Und suchet ein unvergänglich Haus.";;
Schiller;Die Worte des Wahns.;"So lang er glaubt, daß dem ird'schen Verstand
           Die Wahrheit je wird erscheinen –
       Ihren Schleier hebt keine sterbliche Hand;
           Wir können nur rathen und meinen.
       Du kerkerst den Geist in ein tönend Wort,
       Doch der freie wandelt im Sturme fort.";;
Schiller;Die Worte des Wahns.;"Drum, edle Seele, entreiß dich dem Wahn
           Und den himmlischen Glauben bewahre!
       Was kein Ohr vernahm, was die Augen nicht sahn,
           Es ist dennoch das Schöne, das Wahre!
       Es ist nicht draußen, da sucht es der Thor;
       Es ist in dir, du bringst es ewig hervor.";;
Schiller;Sprüche des Confucius. - 1.;"    Dreifach ist der Schritt der Zeit:
       Zögernd kommt die Zukunft hergezogen,
       Pfeilschnell ist das Jetzt entflogen,
       Ewig still steht die Vergangenheit.";;
Schiller;Sprüche des Confucius. - 1.;"    Keine Ungeduld beflügelt
       Ihren Schritt, wenn sie verweilt.
       Keine Furcht, kein Zweifeln zügelt
       Ihre Lauf, wenn sie enteilt.
       Keine Reu', kein Zaubersegen
       Kann die Stehende bewegen.";;
Schiller;Sprüche des Confucius. - 1.;"    Möchtest du beglückt und weise
       Endigen des Lebens Reise,
       Nimm die Zögernde zum Rath,
       Nicht zum Werkzeug deiner That.
       Wähle nicht die Fliehende zum Freund,
       Nicht die Bleibende zum Feind.";;
Schiller;Sprüche des Confucius. - 1.;"Dreifach ist des Raumes Maß:
           Rastlos fort ohn' Unterlaß
           Strebt die 
      Länge: fort ins Weite
           Endlos gießet sich die 
      Breite;
           Grundlos senkt die 
      Tiefe sich.";;
Schiller;Sprüche des Confucius. - 1.;"Dir ein Bild sind sie gegeben:
           Rastlos vorwärts mußt du streben,
           Nie ermüdet stille stehn,
           Willst du die Vollendung sehn;
           Mußt ins Breite dich entfalten,
           Soll sich dir die Welt gestalten;
           In die Tiefe mußt du steigen,
           Soll sich dir das Wesen zeigen.
           Nur Beharrung führt zum Ziel,
           Nur die Fülle führt zur Klarheit,
           Und im Abgrund wohnt die Wahrheit.";;
Schiller;Breite und Tiefe.;"    Es glänzen Viele in der Welt,
       Sie wissen von Allem zu sagen,
       Und wo was reizet und wo was gefällt,
       Man kann es bei ihnen erfragen;
       Man dächte, hört man sie reden laut,
       Sie hätten wirklich erobert die Braut.";;
Schiller;Breite und Tiefe.;"    Doch gehn sie aus der Welt ganz still,
       Ihr Leben war verloren.
       Wer etwas Treffliches leisten will,
       Hätt' gern was Großes geboren,
       Der sammle still und unerschlafft
       Im kleinsten Punkte die höchste Kraft.";;
Schiller;Breite und Tiefe.;"    Der Stamm erhebt sich in die Luft
       Mit üppig prangenden Zweigen;
       Die Blätter glänzen und hauchen Duft,
       Doch können sie Früchte nicht zeugen;
       Der Kern allein im schmalen Raum
       Verbirgt den Stolz des Waldes, den Baum.";;
Schiller;Licht und Wärme.;"Der beßre Mensch tritt in die Welt
           Mit fröhlichem Vertrauen;
       Er glaubt, was ihm die Seele schwellt,
           Auch außer sich zu schauen,
       Und weiht, von edlem Eifer warm,
       Der Wahrheit seinen treuen Arm.";;
Schiller;Licht und Wärme.;"Doch Alles ist so klein, so eng;
           Hat er es erst erfahren,
       Da sucht er in dem Weltgedräng
           Sich selbst nur zu bewahren;
       Das Herz, in kalter, stolzer Ruh,
       Schließt endlich sich der Liebe zu.";;
Schiller;Licht und Wärme.;"Sie geben, ach! nicht immer Gluth,
           Der Wahrheit helle Strahlen.
       Wohl Denen, die des Wissens Gut
           Nicht mit dem Herzen zahlen.
       Drum paart, zu eurem schönsten Glück,
       Mit Schwärmers Ernst des Weltmanns Blick.";;
Schiller;Archimedes und der Schüler.;"Zu Archimedes kam ein wißbegieriger Jüngling.
           »Weihe mich,« sprach er zu ihm, »ein in die göttliche Kunst,
       Die so herrliche Frucht dem Vaterlande getragen
           Und die Mauern der Stadt vor der Sambuca
      
Anmerkung des Verfassers bei der ersten Ausgabe. Der Name einer Belagerungsmaschine, deren sich Marcellus gegen Syrakus bediente. beschützt!« –
       »Göttlich nennst du die Kunst? Sie ist's,« versetzte der Weise;
           »Aber das war sie, mein Sohn, eh sie dem Staat noch gedient.
       Willst du nur Früchte von ihr, die kann auch die sterbliche zeugen;
           Wer um die Göttin freit, suche in ihr nicht das Weib.«";;
Schiller;Die Führer des Lebens.;"Zweierlei Genien sind's, die dich durchs Leben geleiten.
           Wohl dir, wenn sie vereint helfend zur Seite dir stehn!
       Mit erheiterndem Spiel verkürzt dir der eine die Reise,
           Leichter an seinem Arm werden dir Schicksal und Pflicht.
       Unter Scherz und Gespräch begleitet er bis an die Kluft dich,
           Wo an der Ewigkeit Meer schaudernd der Sterbliche steht.
       Hier empfängt dich entschlossen und ernst und schweigend der andre,
           Trägt mit gigantischem Arm über die Tiefe dich hin.
       Nimmer widme dich 
      einem allein! Vertraue dem Erstern
           Deine 
      Würde nicht aber, nimmer dem Andern dein 
      Glück.";;
Schiller;Menschliches Wissen.;"Weil du liesest in ihr, was du selber in sie geschrieben,
           Weil du in Gruppen fürs Aug' ihre Erscheinungen reihst,
       Deine Schnüre gezogen auf ihrem unendlichen Felde,
           Wähnst du, es fasse dein Geist ahnend die große Natur.
       So beschreibt mit Figuren der Astronome den Himmel,
           Daß in dem ewigen Raum leichter sich finde der Blick,
       Knüpft entlegene Sonnen, durch Siriusfernen geschieden,
           Aneinander im Schwan und in den Hörnern des Stiers.
       Aber versteht er darum der Sphären mystische Tänze,
           Weil ihm das Sternengewölb sein Planiglobium zeigt?";;
Schiller;Würden.;"Wie die Säule des Lichts auf des Baches Welle sich spiegelt –
           Hell, wie von eigener Gluth, flammt der vergoldete Saum;
       Aber die Welle entführt der Strom, durch die glänzende Straße
           Drängt eine andre sich schon, schnell, wie die erste, zu fliehn –
       So beleuchtet der Würden Glanz den sterblichen Menschen;
           Nicht er selbst, nur der Ort, den er durchwandelte, glänzt.";;
Schiller;Die verschiedene Bestimmung.;"Millionen beschäftigen sich, daß die Gattung bestehe;
           Aber durch Wenige nur pflanzet die Menschheit sich fort.
       Tausend Keime zerstreuet der Herbst, doch bringet kaum einer
           Früchte; zum Element kehren die meisten zurück.
       Aber entfaltet sich auch nur einer, einer allein streut
           Eine lebendige Welt ewiger Bildung aus.";;
Schiller;Die zwei Tugendwege.;"Zwei sind der Wege, auf welchen der Mensch zur Tugend emporstrebt:
           Schließt sich der eine dir zu, thut sich der andre dir auf.
       Handelnd erringt der Glückliche sie, der Leidende duldend.
           Wohl ihm, den sein Geschick liebend auf beiden geführt!";;
Schiller;Die idealische Freiheit.;"Aus dem Leben heraus sind der Wege zwei dir geöffnet:
           Zum Ideale führt einer, der andre zum Tod.
       Siehe, daß du bei Zeit noch frei auf dem ersten entspringest,
           Ehe die Parze mit Zwang dich auf dem andren entführt.";;
Schiller;Zenith und Nadir.;"Wo du auch wandelst im Raum, es knüpft dein Zenith und Nadir
           An den Himmel dich an, dich an die Achse der Welt.
       Wie du auch handelst in dir, es berühre den Himmel der Wille,
           Durch die Achse der Welt gehe die Richtung der That!";;
Schiller;Distichen I;"Glücklicher Säugling! dir ist ein unendlicher Raum noch die Wiege.
           Werde Mann, und dir wird eng die unendliche Welt.";;
Schiller;Distichen I;"»Unaufhaltsam enteilet die Zeit.« – Sie sucht das Beständ'ge.
           Sei getreu, und du legst ewige Fesseln ihr an.";;
Schiller;Distichen I;"Nur an des Lebens Gipfel, der Blume, zündet sich Neues
           In der organischen Welt, in der empfindenden an.";;
Schiller;Distichen I;"Suchst du das Höchste, das Größte? Die Pflanze kann es dich lehren.
           Was sie willenlos ist, sei du es wollend – das ist's!";;
Schiller;Distichen I;"Adel ist auch in der sittlichen Welt. Gemeine Naturen
           Zahlen mit Dem, was sie 
      thun, edle mit Dem, was sie 
      sind.";;
Schiller;Distichen I;"Zeigt sich der Glückliche mir, ich vergesse die Götter des Himmels;
           Aber sie steht vor mir, wenn ich den Leidenden seh'.";;
Schiller;Distichen I;"Vor dem Tod erschrickst du! Du wünschest, unsterblich zu leben?
           Leb' im Ganzen! Wenn du lange dahin bist, es bleibt.";;
Schiller;Distichen I;"Was der Gott mich gelehrt, was mir durchs Leben geholfen,
           Häng' ich, dankbar und fromm, hier in dem Heiligthum auf.";;
Schiller;Distichen I;"Wirke Gutes, du 
      nährst der Menschheit göttliche Pflanze;
           Bilde Schönes, du streust 
      Keime der göttlichen aus.";;
Schiller;Distichen I;"Theile mir mit, was du weißt; ich werd' es dankbar empfangen.
           Aber du gibst mir dich selbst; damit verschone mich, Freund!";;
Schiller;Distichen I;"Du willst Wahres mich lehren? Bemühe dich nicht! Nicht die Sache
           Will ich durch dich, ich will 
      dich durch die Sache nur sehn.";;
Schiller;Distichen I;"Dich erwähl' ich zum Lehrer, zum Freund. Dein lebendiges Bilden
           Lehrt mich, dein lehrendes Wort rühret lebendig mein Herz.";;
Schiller;Distichen I;"Was ich ohne dich wäre, ich weiß es nicht – aber mir grauet,
           Seh ich, was ohne 
      dich Hundert' und Tausende sind.";;
Schiller;Distichen I;"Nimmer labt ihn des Baumes Frucht, den er mühsam erziehet;
           Nur der Geschmack genießt, was die Gelehrsamkeit pflanzt.";;
Schiller;Distichen I;"War es immer wie jetzt? Ich kann das Geschlecht nicht begreifen.
           Nur das Alter ist jung, ach! und die Jugend ist alt.";;
Schiller;Distichen I;"Aus der schlechtesten Hand kann Wahrheit mächtig noch wirken;
           Bei dem Schönen allein macht das Gefäß den Gehalt.";;
Schiller;Distichen I;"Kannst du nicht schön empfinden, dir bleibt doch, vernünftig zu wollen
           Und als ein Geist zu thun, was du als Mensch nicht vermagst.";;
Schiller;Distichen I;"
Hast du etwas, so theile mir's mit, und ich zahle, was recht ist;
           
      Bist du etwas, o dann tauschen die Seelen wir aus.";;
Schiller;Distichen I;"Keiner sei gleich dem Andern, doch gleich sei Jeder dem Höchsten!
           Wie das zu machen? Es sei Jeder vollendet in 
      sich.";;
Schiller;Distichen I;"Strenge, wie mein Gewissen, bemerkst du, wo ich gefehlet:
           Darum hab' ich dich stets, wie – mein Gewissen, geliebt.";;
Schiller;Distichen I;"Allen gehört, was du denkst; dein eigen ist nur, was du fühlest.
           Soll er dein Eigenthum sein, fühle den Gott, den du denkst.";;
Schiller;Distichen I;"Das ist eben das wahre Geheimniß, das Allen vor Augen
           Liegt, euch ewig umgibt, aber von Keinem gesehn.";;
Schiller;Distichen I;"Immer strebe zum Ganzen, und kannst du selber kein Ganzes
           Werden, als dienende Glied schließ an ein Ganzes dich an!";;
Schiller;Distichen I;"Willst du dich selber erkennen, so sieh, wie die Andern es treiben.
           Willst du die Andern verstehn, blick' in dein eigenes Herz.";;
Schiller;Distichen I;"So unermeßlich ist, so unendlich erhaben der Himmel!
           Aber der Kleinigkeitsgeist zog auch den Himmel herab.";;
Schiller;Majestas populi.;"Majestät der Menschennatur! dich soll ich beim Haufen
           Suchen? Bei Wenigen nur hast du von jeher gewohnt.
       Einzelne Wenige zählen, die Übrigen alle sind blinde
           Nieten; ihr leeres Gewühl hüllet die Treffer nur ein.";;
Schiller;Politische Lehre.;"Alles sei recht, was du thust; doch dabei laß es bewenden,
           Freund, und enthalte dich ja, Alles, was recht ist, zu thun.
       Wahrem Eifer genügt, daß das Vorhandne 
      vollkommen
     Sei; der falsche will stets, daß das Vollkommene 
      sei.";;
Schiller;An einen Weltverbesserer.;"»Alles opfert' ich hin,« sprichst du, »der Menschheit zu helfen;
           Eitel war der Erfolg, Haß und Verfolgung der Lohn.« –
       Soll ich dir sagen, Freund, wie ich mit Menschen es halte?
           Traue dem Spruche! Noch nie hat mich der Führer getäuscht.
       Von der Menschheit – du kannst von ihr nie groß genug denken;
           Wie du im Busen sie trägst, prägst du in Thaten sie aus.
       Auch dem Menschen, der dir im engen Leben begegnet,
           Reich' ihm, wenn er sie mag, freundlich die helfende Hand.
       Nur für Regen und Thau und fürs Wohl der Menschengeschlechter
           Laß du den Himmel, Freund, sorgen, wie gestern, so heut.";;
Schiller;Schöne Individualität.;"Einig sollst du zwar sein, doch Eines nicht mit dem Ganzen.
           Durch die Vernunft bist du Eins, einig mit ihm durch das Herz.
       Stimme des Ganzen ist deine Vernunft, dein Herz bist du selber:
           Wohl dir, wenn die Vernunft immer im Herzen dir wohnt.";;
Schiller;Die Mannigfaltigkeit.;"Viele sind gut und verständig; doch zählen für Einen nur Alle,
           Denn sie regiert der Begriff, ach! nicht das liebende Herz.
       Traurig herrscht der Begriff, aus tausendfach wechselnden Formen
           Bringet er dürftig und leer ewig nur 
      eine hervor;
       Aber von Leben rauscht es und Lust, wo bildend die Schönheit
           Herrschet; das ewige Eins wandelt sie tausendfach neu.";;
Schiller;Distichen II;"Leben gab ihr die Fabel, die Schule hat sie entseelet,
           Schaffendes Leben aufs neu gibt die Vernunft ihr zurück.";;
Schiller;Distichen II;"»Woran erkenn' ich den besten Staat?« Woran du die beste
           Frau kennst – daran, mein Freund, daß man von Beiden nicht spricht.";;
Schiller;Distichen II;"Theuer ist mir der Freund, doch auch den Feind kann ich nützen;
           Zeigt mir der Freund, was ich kann, lehrt mich der Feind, was ich soll.";;
Schiller;Distichen II;"Welche Religion ich bekenne? Keine von allen,
           Die du mir nennst. – Und warum keine? – Aus Religion.";;
Schiller;Distichen II;"»Gott nur siehet das Herz.« – Drum eben, weil Gott nur das Herz sieht,
           Sorge, daß 
      wir doch auch etwas Erträgliches sehn.";;
Schiller;Distichen II;"Wohne, du ewiglich Eines, dort bei dem ewiglich Einen!
           Farbe, du wechselnde, komm freundlich zum Menschen herab!";;
Schiller;Distichen II;"Frei von Tadel zu sein, ist der niedrigste Grad und der höchste;
           Denn nur die Ohnmacht führt oder die Größe dazu.";;
Schiller;Die Forscher.;"Alles will jetzt den Menschen von innen, von außen ergründen;
           Wahrheit, wo rettest du dich hin vor der wüthenden Jagd?
       Dich zu fangen, ziehen sie aus mit Netzen und Stangen;
           Aber mit Geistestritt schreitest du mitten hindurch.";;
Schiller;Genialität.;"Wodurch gibt sich der Genius kund? Wodurch sich der Schöpfer
           Kund gibt in der Natur, in dem unendlichen All:
       Klar ist der Äther und doch von unermeßlicher Tiefe;
           Offen dem Aug, dem Verstand bleibt er doch ewig geheim.";;
Schiller;Der Genius.;"Wiederholen zwar kann der Verstand, was da schon gewesen;
           Was die Natur gebaut, bauet er wählend ihr nach.
       Über Natur hinaus baut die Vernunft, doch nur in das Leere.
           Du nur, Genius, mehrst 
      in der Natur die Natur.";;
Schiller;Der Nachahmer.;"Gutes aus Gutem, das kann jedweder Verständige bilden;
           Aber der Genius ruft Gutes aus Schlechtem hervor.
       An Gebildetem nur darfst du, Nachahmer, dich üben;
           Selbst Gebildetes ist Stoff nur dem bildenden Geist.";;
Schiller;Distichen III;"So war's immer, mein Freund, und so wird's bleiben: die Ohnmacht
           Hat die Regel für sich, aber die Kraft den Erfolg.";;
Schiller;Distichen III;"Warum will sich Geschmack und Genie so selten vereinen?
           Jener fürchtet die Kraft, dieses verachtet den Zaum.";;
Schiller;Distichen III;"Laß die Sprache dir sein, was der Körper den Liebenden. Er nur
           Ist's, der die Wesen trennt und die Wesen vereint.";;
Schiller;Distichen III;"Weil ein Vers dir gelingt in einer gebildeten Sprache,
           Die für dich dichtet und denkt, glaubst du schon Dichter zu sein?";;
Schiller;Distichen III;"In dem Gürtel bewahrt Aphrodite der Reize Geheimniß:
           Was ihr den Zauber verleiht, ist, was sie bindet, die Scham.";;
Schiller;Distichen III;"Gutes in Künsten verlangt ihr! Seid ihr denn würdig des Guten,
           Das nur der ewige Krieg gegen sich selbst erzeugt?";;
Schiller;Distichen III;"Jeden anderen Meister erkennt man an dem, was er ausspricht;
           Was er weise verschweigt, zeigt mir den Meister des Styls.";;
Schiller;Distichen III;"Welche wohl bleibt von allen den Philosophieen? Ich weiß nicht.
           Aber die Philosophie, hoff' ich, soll ewig bestehn.";;
Schiller;Distichen III;"Warum kann der lebendige Geist dem Geist nicht erscheinen?
           
      Spricht die Seele, so spricht, ach! schon die 
      Seele nicht mehr.";;
Schiller;Distichen III;"Leben athme die bildende Kunst, Geist fordr' ich vom Dichter;
           Aber die Seele spricht nur Polyhymnia aus.";;
Schiller;Distichen III;"Kannst du nicht allen gefallen durch deine That und dein Kunstwerk,
           Mach' es Wenigen recht; Vielen gefallen, ist schlimm.";;
Schiller;Distichen III;"Ehret mir immer das Ganze; ich kann nur Einzelne achten:
           Immer in Einzelnen nur hab' ich das Ganze erblickt.";;
Schiller;Distichen III;"Lieblich sieht er zwar aus mit seiner erloschenen Fackel;
           Aber, ihr Herren, der Tod ist so ästhetisch doch nicht.";;
Schiller;Distichen III;"Setzet immer voraus, daß der Mensch im Ganzen das Rechte
           Will; im Einzelnen nur rechnet mir niemals darauf.";;
Schiller;Distichen III;"Treuer alter Homer, dir vertrau' ich das zarte Geheimniß;
           Um der Liebenden Glück wisse der Sänger allein.";;
Schiller;Distichen III;"Mit dem Philister stirbt auch sein Ruhm. Du, himmlische Muse,
           Trägst, die dich lieben, die du liebst, in Mnemosynens Schooß.";;
Schiller;Distichen III;"Alles, du Ruhige, schließt sich in deinem Reiche: so kehret
           Auch zum Kinde der Greis kindisch und kindlich zurück.";;
Schiller;Distichen III;"O, viel neue Feinde der Wahrheit! Mir blutet die Seele,
           Seh' ich das Eulengeschlecht, das zu dem Lichte sich drängt.";;
Schiller;Distichen III;"Diese nur kann ich dafür erkennen, die Jedem erleichtert,
           Gut zu denken, doch nie, daß er so denke, bedarf.";;
Schiller;Distichen III;"Glaubt mir, es ist kein Märchen, die Quelle der Jugend, sie rinnet
           Wirklich und immer. Ihr fragt, wo? In der dichtenden Kunst.";;
Schiller;Distichen III;"Frauen, richtet mir nie des Mannes einzelne Thaten;
           Aber über den Mann sprechet das richtende Wort!";;
Schiller;Distichen III;"Was vor züchtigen Ohren dir laut zu sagen erlaubt sei?
           Was ein züchtiges Herz leise zu thun dir erlaubt.";;
Schiller;Die schönste Erscheinung.;"Sahest du nie die Schönheit im Augenblicke des Leidens,
           Niemals hast du die Schönheit gesehn.
       Sahst du die Freude nie in einem schönen Gesichte,
           Niemals hast du die Freude gesehn.";;
Schiller;Tugend des Weibes.;"Tugenden brauchet der Mann, er stürzet sich wagend ins Leben,
           Tritt mit dem stärkeren Glück in den bedenklichen Kampf.
      
Eine Tugend genüget dem Weib; sie ist da, sie erscheinet
           Lieblich dem Herzen, dem Aug lieblich erscheine sie stets!";;
Schiller;Das weibliche Ideal.;"Überall weichet das Weib dem Manne; nur in dem Höchsten
           Weichet dem weiblichsten Weib immer der männlichste Mann.
       Was das Höchste mir sei? Des Sieges ruhige Klarheit,
           Wie sie von deiner Stirn, holde Amanda, mir strahlt.
       Schwimmt auch die Wolke des Grams um die heiterglänzende Scheibe,
           Schöner nur malt sich das Bild auf dem vergoldeten Duft.
       Dünke der Mann sich frei! Du 
      bist es; denn ewig nothwendig
           Weißt du von keiner Wahl, keiner Nothwendigkeit mehr.
       Was du auch gibst, stets gibst du dich ganz; du bist ewig nur Eines,
           Auch dein zartester Laut ist dein harmonisches Selbst.
       Hier ist ewige Jugend bei niemals versiegender Fülle,
           Und mit der Blume zugleich brichst du die goldene Frucht.";;
Schiller;Distichen IV;"Männer richten nach Gründen; des Weibes Urtheil ist seine
           Liebe: wo es nicht liebt, hat schon gerichtet das Weib.";;
Schiller;Distichen IV;"Recht gesagt, Schlosser! Man 
      liebt, was man hat, man 
      begehrt, was man nicht hat;
           Denn nur das reiche Gemüth liebt, nur das arme begehrt.";;
Schiller;Distichen IV;"Ringe, Deutscher, nach römischer Kraft, nach griechischer Schönheit!
           Beides gelang dir; doch nie glückte der gallische Sprung.";;
Schiller;Distichen IV;"In den Ocean schifft mit tausend Masten der Jüngling;
           Still, auf gerettetem Boot, treibt in den Hafen der Greis.";;
Schiller;Distichen IV;"Siehe, wir hassen, wir streiten, es trennet uns Neigung und Meinung;
           Aber es bleichet indeß dir sich die Locke, wie mir.";;
Schiller;Distichen IV;"Nur zwei Tugenden gibt's. O, wären sie immer vereinigt,
           Immer die Güte auch groß, immer die Größe auch gut!";;
Schiller;Distichen IV;"Feindschaft sei zwischen euch! Noch kommt das Bündniß zu frühe;
           Wenn ihr im Suchen euch trennt, wird erst die Wahrheit erkannt.";;
Schiller;Distichen IV;"Immer treibe die Furcht den Sklaven mit eisernem Stabe;
           Freude, führe du mich immer am rosigten Band.";;
Schiller;Distichen IV;"Wirke, so viel du willst, du stehst doch ewig allein da,
           Bis an das All die Natur dich, die gewaltige, knüpft.";;
Schiller;Distichen IV;"An dem Eingang der Bahn liegt die Unendlichkeit offen,
           Doch mit dem engesten Kreis höret der Weiseste auf.";;
Schiller;Distichen IV;"Thoren hätten wir wohl, wir hätten Fratzen die Menge;
           Leider helfen sie nur selbst zur Komödie nichts.";;
Schiller;Distichen IV;"Wie verfährt die Natur, um Hohes und Niedres im Menschen
           Zu verbinden? Sie stellt Eitelkeit zwischen hinein.";;
Schiller;Distichen IV;"Nichts ist der Menschheit so wichtig, als ihre Bestimmung zu kennen:
           Um zwölf Groschen Courant wird sie bei mir jetzt verkauft.";;
Schiller;Distichen IV;"Eine große Epoche hat das Jahrhundert geboren;
           Aber der große Moment findet ein kleines Geschlecht.";;
Schiller;Distichen IV;"Deine Muse besingt, wie Gott sich der Menschen erbarmte,
           Aber ist das Poesie, daß er erbärmlich sie fand?";;
Schiller;Distichen IV;"Jeder, sieht man ihn einzeln, ist leidlich klug und verständig;
           Sind sie 
      in corpore, gleich wird euch ein Dummkopf daraus.";;
Schiller;Distichen IV;"Ja, der Mensch ist ein ärmlicher Wicht, ich weiß – doch das wollt' ich
           Eben vergessen und kam, ach, wie gereut mich's, zu dir!";;
Schiller;Distichen IV;"Wie doch ein einziger Reicher so viele Bettler in Nahrung
           Setzt! Wenn die Könige baun, haben die Kärrner zu thun.";;
Schiller;Distichen IV;"Wollt ihr zugleich den Kindern der Welt und den Frommen gefallen?
           Malet die Wollust – nur malet den Teufel dazu!";;
Schiller;Distichen IV;"Einem ist sie die hohe, die himmlische Göttin, dem Andern
           Eine tüchtige Kuh, die ihn mit Butter versorgt.";;
Schiller;Deutschland und seine Fürsten.;"Große Monarchen erzeugtest du und bist ihrer würdig,
           Den Gebietenden macht nur der Gehorchende groß.
       Aber versuch' es, o Deutschland, und mach' es deinen Beherrschern
           Schwerer, als Könige groß, leichter, nur Menschen zu sein.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Schwindelnd trägt er dich fort auf rastlos strömenden Wogen,
           Hinter dir siehst du, du siehst vor dir nur Himmel und Meer.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Im Hexameter steigt des Springquells flüssige Säule,
           Im Pentameter drauf fällt sie melodisch herab.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Stanze, dich schuf die Liebe, die zärtlich schmachtende – dreimal
           Fliehest du schamhaft und kehrst dreimal verlangend zurück.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Aufgerichtet hat mich auf hohem Gestell der Meister.
           Stehe, sprach er, und ich steh' ihm mit Kraft und mit Lust.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Fürchte nicht, sagte der Meister, des Himmels Bogen; ich stelle
           Dich unendlich, wie ihn, in die Unendlichkeit hin.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Unter mir, über mir rennen die Wellen, die Wagen, und gütig
           Gönnte der Meister mir selbst, auch mit hinüber zu gehn.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Schmeichelnd locke das Thor den Wilden herein zum Gesetze;
           Froh in die freie Natur führ' es den Bürger hinaus.";;
Schiller;Kleinigkeiten. - Der epische Hexameter.; ;;
Schiller;Kleinigkeiten. - Der epische Hexameter.;"Suchst du das Unermeßliche hier, du hast dich geirret;
           Meine Größe ist die, größer zu machen dich selbst.";;
Schiller;An die Proselytenmacher.;"Nur ein weniges Erde beding' ich mir außer der Erde,
           Sprach der göttliche Mann, und ich bewege sie leicht.
       Einen Augenblick nur vergönnt mir, außer mir selber
           Mich zu bewegen, und schnell will ich der Eurige sein.";;
