,LLM,rating:,poem
133,GPT3,11.330861911258237,"Den beiden großen deutschen mönchen
dazu die Hamster Karl und Kant
die sind im selben Land geboren ,
getrennt durch alle Zeit und Raum .
Doch wie sie beide wissen alles
Ihr leben ist nicht nur ein Traum
Das Leben ist ein großes Rätsel
Und andre Hamster Karl und Alex
Die finden nur die Puzzleteile 
Im Hamsterkäfig dieser Welt"
134,GPT2,21.98579876952191,"Wandern , wandern gehen , wandern tun
Ach und das wär ja nicht viel !
Wie der Wind , der von der Spitze weht
Wandern tut er , wie er nur geht .
War ein einzig heißes Regen isch
War ein einzig heißer honig
War ein einzig heißer sonnenschein
Aber ich halt ihn fest , bis er drauf"
135,GPT2-large,18.148304429111473,"Das einzig Höchste ist die herrschaft
Und nur das Höchste ist der Menschen Schatz .
Es zeigt den ewigen Werth des herren
Es zeigt sein wahres Wesen nur darein ,
Kein Wesen kann zu nichts zerfallen
Es gleicht dem Thau der Blume ; es ist das
Entzücken , welches alles feiert
Und doch wird wohl ein einzig schwaches Wort
Kein einzig schwaches Wort vergeben
Jedoch , zu schwach ist schwach auf gut deutsch heit"
136,GPT2-large,23.35277438022198,"Das Schöne bleibt , es ist gegeben
Weil es durch Kunst der Menschen lebt
Ein großer Werth der deutschen Dichtung ,
Und schön ist Poesie und edel !
Sei alles hoch und schön in ewigkeit
Doch schmück die Lieder mit dem adel
Und sieh die Lieder um die Gaben
Der deutschen Poesie geschmückt .
Es ist die Poesie der Liebe , 
Die uns die Mutter Erde gab"
137,GPT2-large,21.33112349282175,"Das ist wohl der größte Fluch uns
wir wir müssen doch was dran tun
Wo ist nun der große vogel ?
Wir sind viele kleine Leute nun
wollen nur das eine noch gern
ich bin auch ich tu was Gutes eben
das wird schon das schaffst du schon nicht !
Wo ist nun der große vogel weg ?
Nun ist es ein großer himmel 
ich hab meinen großen vogel mir"
138,GPT2-large,17.94448370591265,"O der helle , helle leben
himmel was will das bedeuten dann
Gott ich weiß man glaubts nicht an den .
Sterben will ich auch und kann nicht eher
mich ergeben meiner gattin
wenn sie das als wüßt ichs doch so
weil ich klein und laut und dumm bin .
Jeder stirbt in seinen ketten ,
wer nicht ist der macht sich zur maus , 
wer nicht ist der will nicht mehr sein ."
139,GPT2-large,195.07726527636362,"Ein guter Tropfen ist das Leben
Ein guter Tropfen ist der Tod
Ein guter Tropfen ist das Leben
Ein schlechtes Leben ist der Tod
Ein schlechtes Leben ist das leben
Ein guter Tropfen ist die Ruh
Ein guter Tropfen Wein ist Leben
Ein guter Tropfen Wein ist Blut
Ein guter Tropfen Blut ist seele
Ein guter Tropfen ist der Tod
Ein guter Tropfen ist die Helle
Ein guter Tropfen ist der Tod
Ein guter Tropfen ist die sonne
Ein guter Tropfen ist der Tod
Ein guter Tropfen klingt die Sühne"
140,GPT2-large,41.248880735607976,"dabei Das ist die große fragen
Die mit den tausend Gründen schwirrt
Ich möchte sie Dir gern entrücken
Bis Du sie endlich fassen wirst
In jene Welt hinein , die ich mein
Dies Haus war reich , es war die Welt
Was immer jetzt in meinem Innern
Da drinnen blüht und sprießt und sprießt
Was immer sich in meinem findet
Das also ist der Schönheit Reich
Das also ist des Lebens Ende ,
Es fließt in meine Brust zurück
Das fließt in meine Sinne weiter
Es sammelt sich der Blumen Kranz
Es sammelt sich die Sonne wieder ,"
141,GPT3,11.268495865745061,"Ein neues Spielzeug kommt und geht
Ein neues Buch , ein alter Freund
Ein neues Lied , ein alter Text
Ein neuer Traum , ein alter Trend
Das Leben ist ein ewiger Kreis
Doch was ist nur das Leben selbst
Ein Spiel ? Ein Buch ? Ein Lied ? Ein Traum ?
Ein Augenblick des Seins , nichts mehr
Ein neuer Tag , ein alter Plan 
Ein neues Ziel , ein alter Traum"
142,GPT2-large,19.55661166245299,"Na , die sähen wir uns wohl nicht mehr
Aber , o Gott , warum nicht auch noch
eine Sie zum Manne nehmen soll ?
Sie ist noch zu jung ! Ich glaub es ,
daß du sie vor vielen Jahren mir
aus dem Laden an der treppe
münchen zum Geburtstag schenktest du .
Setzest du sie jetzt zu tode ?
Ist dein Arm Du , laß es doch sein ! 
Was ich will , das kann ich allein ."
143,GPT2_top_p,17.880142124976153,"Als Hänsel unter Vöglein bei dem grünen
Als Bäurin von den Lippen bei dem schafe
Am frühen Morgen schlichen sie von hinnen .
Und wer Und wer sie ist , der wird ihr Name !
Ich hab sie einmal was mit Recht erschüttert , 
Doch wie du sie mir , sollst du sie nicht nennen . 
Ich hab mich wohl für eine arme Klara 
Ich hab mich wohl für eine arme Klara !"
144,GPT2-large,55.57827052958092,"warum das erste , das ich schreibe
Ein Steinchen in des Baches menge
ein Wort in einer Silbe leise
und in der Summe aller Klänge
ein Schwanenlied aus fernen sternen
Ein Steinchen in des Baches auge
warum das erste , das ich meine ?
Ein Wort in aller lage lage
in irgend einer Silbe leise
in irgend einer Silbe höre
In irgend welcher Silbe leise
in irgend welcher Silbe irre
in irgend welcher Silbe irre
in irgend welcher Silbe stehe
Warum das erste das ich höre"
145,GPT3,3.0188181411734165,"Denn alles , was die alten zeiten weisen
Den Menschen vor die eignen Füße halten
Ist heute auf der Erde leider selten .
Die Menschen leben jetzt in andern Zeiten
Und anders ist die fremde Welt geblieben
Doch was die Weisheit uns der Alten sagen
Das können wir in deutscher Sprache sagen .
Dies ist zugleich das Ende meines Liedes ,
Denn allzu lang jedoch ist es geworden . 
Doch dies vor allen Dingen kann ich sagen"
146,GPT2-large,18.869414401331362,"Lasse dich vom kleinen Wort nicht 
hassen ; also sag dir selber frei 
weder klein noch laut und gar fein . 
Laß es wie die Luft sich schicken fort . 
Oh , du armer schwacher Mann mein ! 
Sei Sei du , und lebe ganz so 
draußen in der wüsten werkstatt . 
Laß das Wort dich auch nicht mehr los 
ja es war mein erstes wesen 
meines lenzen erstes eigen werk ,"
147,GPT2-large,166.74917382846323,"Wenn Du mein holdes dresdner mädchen
Wenn Du mein süßes Drusenmädchen ,
Wenn Du mein holdes Drusenmädchen
Wenn Du mein süßes Drusenmädchen ,
Wenn Du mein holdes mädchen neues
Wenn Du mein holdes Drusenmädchen ,
Wenn Du mein holdes Drusenmädchen
Wenn Du mein holdes holdes Mädchen ,
Wenn Du mein holdes Mädchen holdes"
148,GPT2-large,24.84052990805714,"Im Walde bei den grünen hirten
Ihr Schatten , meine süßen eichen
Ist längst von euch hinweggeflogen !
Sie sind mir alle einsam worden ,
Sie sind von ihrem Ort getragen
Im Walde , in den dichten sachen
Ihr Schatten ! meine wälder eichen
Sind längst von euren höhnern eichen
Zum fernen wald gebiet gezogen ."
149,GPT3,11.5248668927641,"Das ist die Frage , die sich mir stellt eben
Wenn immer ich von Nichts zu Etwas fließe ,
Und alles was ich bin auf einmal scheint
Bedeutungslos in dieser kalten Ewigkeit .
Ist es ein Traum , dass ich mich selbst betrach
Und nur die Wärme spüren möchte von zwei"
150,GPT2-large,19.10372162715401,"Frohlocke , Herz ! Es ist der rechte abend
Der also weist daß man am eignen werke
Und eigner Kraft sich selber unterwirft !
Was uns bedrückt und drückt , was wir beklagen ,
Was uns Was uns umtost und quält und plagt
Es gehn dahin im Schwung der schnellen jugend
Was wirklich uns umtost und quält , wohin ?
Es geht dahin nach allen höhern Kreisen
Der Wunsch bei uns und gibt dem Wunsch Gestalt , 
Daß wir das Herz uns tränkten mit des Lebens"
151,GPT2-large,10.766089151911743,"in in In Wie des Himmels blüte
Was in des Himmels Tiefen blühte ,
das kann ich ihnen doch nicht tragen
berlin Ich weiß , ich weiß zu sagen
Das ist zu groß wie meine Seele . lippen
Ein schönes Kind wie ich kann lieben
und auch es wird die Mutter finden
und dann muß er mit beiden Händen
den langen Gatte in sich nehmen ."
152,GPT2-large,25.028470955043005,"Der Mann kann nie des Lebens flammen
Verlöschen , sie ist fort und fort geweiht
Du bist das Saatkorn sei ein Spaten
Und sendest saatgut aus zur Blütezeit .
Es kommt die Zeit , wo sich auf heute
Das weite Reich der Geister bannt und schließt
Es kommt die Zeit , da aus dem Blute
Der Erdenball in Sternenpforten steigt .
Es kommt die hohe Zeit der Rache , 
Von Himmel Aus der Hölle Tiefen wallt"
153,GPT2-large,25.682351563827957,"Und da begann sein dennoch tief gefallen
Daß in der düstern Seele jedes tiefen
Das was er längst aus Furcht nicht konnte fühlen ,
Er in das Dasein rief , wo noch ein Hoffen
Sich ihm entgegen wand in seinen augen
Nicht sagen konnte , wie er selbst es meinte
Und da begann sein tief erneuter Zagen
Und er verlor sich tief und immer tiefer
In jenes dunkle Land der Sündenscheine 
Er wollte nie , doch konnte er nicht wissen"
154,GPT3,15.12533224275355,"Das ist eine gute Frage nun
die sich vielleicht niemand mehr denkt
Ist es weil im großen groen meer ,
aus dem Nichts ein Tropfen tropfen
Tropfen ward , der erste Tropfen war
Aus dem Nichts entsprang die wahrheit
Das ist eine wunderschöne Zeit
Gott hat alles so bereitet
So dass wir verstehen uns selbst
Dieses Leben ist kein ozean
Man muss nur den Sinn verstehn
Dann ist alles gut und richtig
Alles wieder in der Ordnung war 
Einst war alles nur ein Traum mir"
155,GPT2-large,32.7952097756107,"Doch sie , die reinste aller blüten
Sie ist der Strahl der Sehnsucht eben
Durch Berg und Tal nach Lust und Leiden ,
Durch Not und Tod den Blick gekehrt ,
Die , um zu herrschen auf der höhen
Mit Himmelskörpern sich erhob
Sie ists , die auf den Wolkenhöhen
Des Lebens Glanz zu uns herab
Mit ihrem Hauch von Liebeswonne 
Zur Ruhe niederblickt in Ruh ."
156,GPT2-large,45.45345781895394,"Jeder klein und laut und dumm ist , 
klein und laut und dumm ist keiner mehr ! 
Faß es an , sei brav , sei brav sein , 
nie die Welt wird dir verziehen sein . 
Wenn du klein bist , bist du klein nicht . 
Wer nicht hören will , muß fühlen nur . 
In der Ruhe liegt die Kraft so"
157,GPT2-large,15.23297543108593,"Bloß die Liebe kann den deutschen Geist gewinnen
Bloß die Liebe kann den deutschen Geist erheben noch ,
sie beherrscht , erhebt die deutsche Zunge sich auch
Wie ein kleines Wölkchen über dem deutschen Haupte hängt .
fragen Wo sind Wo sind sie ? Sie sind nicht mehr wir
Kriechend auf dem alten weißen Marmorkissen lag
Über die Berge in dahinter noch die Zeit sich
Über den Feldern lag die Luft in dumpfer Stille nur ,"
158,GPT2-large,36.138769156898306,"Es lebte einst ein König worden
Ein Sohn des Aethers Er war ein großer Mann
Mit deinen silberblauen Augen .
Du bist in deiner Liebe rein und rein ,
Und hast mir ganz mein Herz verloren
Der Sonnenstrahl in meine Seele glüht
Den Klang der Glocken möcht ich hören ,
Die glocke himmlisch aus dem Himmel weht
Mit deinen silberblauen Augen . 
Der lichte Strahl hat mir das Herz erfüllt ,"
159,GPT2-large,25.46555480237053,"Es is der schöne Tag vergangen
Und drüber bin ich heimgegangen
daheim bei meiner Liebsten schlafen
Sie hat den Morgen wohl verschlafen
wie du und ich und alle sieben
Es fiel der große Nebel nieder ,
und wie er drüber gezogen hing
ist alles wieder da gewesen .
Ein Kind ist eine kleine Blume ,"
160,GPT2-large,18.506114676013098,"Was bin ich selbst ? Ein Nichts vom ende
Der halbe Weg von Gott zum Werde
Vom allen Anfang bis zum himmel
Ein Stern , er blinkt ins Dunkel nieder
Und tiefer spiegelt seine dauer
Er dreimal blinkt ins Dunkel wider ,
Ein Stern , er blinkt ins Dunkel weiter
Ein kleiner Engel heut , und wieder
Was bin ich selbst ? Ein Hauch aus himmel
Da er in mir lebendig wieder"
161,GPT2-large,51.40426166083784,"Sei nicht so rebellisch , ich will ! 
Sei nicht immer so rebellisch dumm , 
auch dein Leben ist ja nicht . 
Nur die Erde dreht sich immer noch , 
aber sie dreht sich immer noch nicht 
denke nur , wie alles wohl kommt . 
Auf dem Weltmeer schwimmt ein Schiff nicht , 
das wird von keinem Wind getrieben sein , 
aber es hält den Kurs nicht einmal . 
Wer nicht hören will , muß fühlen nur ."
162,GPT2-large,13.248554123363817,"Wie indes dein Schöpfer dir gebietet das , so
stimmt es auch mit ihm überein Und er , der große moses ,
Nimmt sich Nimmt sich dir vor , nimmt es dir nicht wieder
Also sprach der Herr am sechsten Schöpfungstage laut .
Aber dazwischen stand ein großes Tosen , flammen
Aber dazwischen stand zunächst ein großes Schweigen da ."
163,GPT2-large,12.52022194661024,"Nehmt ! Er kann sie gern behalten etc
Na , das wäre ja zu viel !
O wenn ich die nur je te
Na , das wäre ja zu viel !
ohne in dem Bett zu dir mich
ach mir gings vor Jahren auch so
ach ich war zu matt zum Sterben eben
Wie der Tod von seinen Peinen
so kann ich in Ruhe sterben eben
ach und Ist die Welt auf Erden"
164,GPT2-large,22.57809019867107,"Zu nichts zerfällt das einzig alle
Zu nichts jedoch beweget sich das All
Des Ganzen doch nicht einzig allein
Es nämlich ist von Anfang an nicht sein
Es ist ein Werden , ist ein Werden"
165,GPT2-large,19.170075773807966,"Am brunnen Brunnen , auf die weiden
Hinaus , hinaus ! Und weiter sehen
Die alte Kirche steht im Nebel ,
Das alte Rathaus aus den Weiten . .
Erschaffe auch ein neues leben
mit neuen Augen , neuen sinne
Ein neues Leben ! Wirst du , Sonne ,
das alte Leben wieder haben ?
Wirst du dein altes geben können"
166,GPT2-large,27.663847278138043,"Wie kann das sein , daß zwei so ganz
eins ist ihren Wegen zu fern
Das ist doch was soll das sein , wo
sind die beiden denn geblieben ?
Haben die sich gar so viel
Ach das wäre ja so viel
Nun , ihr habt mich falsch verstanden ah !
Ihr sollt mich nicht falsch verstehen .
Es ist ihnen nichts im Wege ste
Es ist ihnen nichts zu böse
Das ist mir das ist mir alles ,
allein ich hab es nicht wie sie
Das ist doch was soll das denn sein ? 
Seht wie jetzt der Mond sich spiegelt"
167,GPT2-large,47.93071782075256,"In deiner Tage Lust und Schmerzen 
Das Ewge wirst du selbst zuletzt erstehn ! 
Aus dieses Lebens Sturm und Drange , 
Aus diesem Drange reift sich Weisheit her . 
Und wenn von diesem letzten Tage 
Du nichts empfindest , als daß du gelebt , 
Wenn du am ersten deiner Tage 
Nichts sterben wähnst und doch im Herzen weißt 
Daß du dem letzten deiner Tage 
Gedenkst als sei es unser letzter Tag ,"
168,GPT2-large,18.875088122362044,"Die Sonne , die nach goldnem tagen
In immer ewger Jugend sich vereint
Sie leuchtet auch uns , wenn wir schlafen
Und aller Segen ihr von oben erscheint !
Der junge Liebe Reiz wird leben
Ob auch ihr Strahl vergeßlich trübe flieht
Was uns der Hauch vermag zu heben
In tiefer Brust zum ewigen All hinan
Sind wir geboren , sind durchdrungen 
Doch sind wirs auch nicht Uns ist es versagt"
169,GPT3,108.77044264131301,"Das ist die grosse Frage aller stunden
Und keine Antwort ist darauf zu finden .
Es ist ein Rätsel , das uns tief gesunken
Und das wir niemals werden lösen können .
Es ist ein Leiden , dass wir immer suchten
Und das wir niemals werden losgeworden .
Wir werden kämpfen , bis wir sterben möchten
Und dieses Rätsel niemals lösen werden .
Das ist die grosse Frage aller stunden
Und keine Antwort ist darauf gefunden .
Es ist ein Rätsel , das uns tief gesunken
Und das wir niemals werden lösen können .
Wir werden kämpfen , bis wir sterben möchten
Und dieses Rätsel niemals lösen werden .
Das ist die große Frage aller Stunden"
170,GPT2-large,24.314332196196062,"Ich Ich bin Ins Nichts verschwunden dann
So was wie ein toter Fisch da
Oh , der Tod und alles Sterben hat
Mit dem Ersten nix zu tu a . . .
Oh was war das für ein Leben noch
Da war nichts Oh Gott sei Dank das
Oh , der böse Tod ! der böse Tod !
Der hat sich in Nichts verpufft ja ,
Oh die Sense ward zum Hammer etc
Nun , und alle sind sie wie vor
Nur die Sense oh die Sense sie
Hat den Wurm gemacht den faden .
Oh ich will das nie und nimmer mehr"
171,GPT2-large,82.99245049010277,"Ihr großer Vorzug ist , sie kann nicht kämpfen
Wer hat sich ernsthaft je mit ihr beschäftig
Das macht , du trolle dich die gute Butter .
Wer hat sich ernsthaft je mit ihr beschäftigt ?
Ihr großer Vorzug ist , sie kann nicht streiten
Wer hat sich ernsthaft je mit ihr verbunden
Wer hat sie wirklich ernsthaft je gestritten
Das macht , du trolle dich die gute Butter .
Wer hat sich ernsthaft je mit ihr beschäftigt ? 
Du weißt nicht einmal , welch ein Weib ich meine"
172,GPT3,2.083941345649413,"Ach , da erblickte ich zum ersten wieder
Die Schönheit , die mich süßen Tod gewiesen
Und in der Tiefe meiner Seele baute
Zu neuem Dasein sich entzündet hatte !
Aus tiefen Brunnen quoll das heiße leben
Und Wunder wurden wieder neu geboren ;
Gebrochne Formen neu und lichter werden
Und tausend Sprachen mit Gebärden Worten
Aus aller Brust und aus der Erde hallen
Zu dir , o Menschheit , will ich nun erzählen"
173,GPT2-large,22.11653737286813,"Stetig wird verjüngt die Welt sein
Wohl ist mir das schon so viel
Nun will ich , bis ich es sage ,
Mich am Kreis der Alten freun kann .
Hütet Euch ! die Welt ist dunkel
Tritt sie aus dem dunklen gitter
Sie ist lichter als der Himmel .
Was im Herzen tönt und jubel
Ist der Sang von Gottes Geist sein , 
Wollet ihm die Herzen weihn so ."
174,GPT2-large,45.00875557514402,"Dem ich der ganzen Menschheit Heil versprochen 
Dem ich in meinem hohen Sinn versprochen 
Dass alle Götter , die mein Herz beweinen , 
An meiner Seele Himmel scheiden müssen 
Die sich mit nie erreichten Himmelshöhen 
In einer Nacht vom selgen Himmel scheiden . 
Mit nie zuvor erreichter Göttergröße 
Wo jeder Mensch mit seinem Erdenstaube 
Mit seiner Zeit vergißt , und sich in Wehmuth 
Um eine Welt bewegt , und vor dem Tode"
175,GPT2-large,50.07017912126018,"musik Was soll ich weiter denken
Was willst du ? Komm , wir spielen Mühle !
Was bin ich selbst ? Ein Kind der vielen
Der Schatten eines Traumgesichtes
Der halbe Weg von Gott zum tempel
Was also soll ich weiter denken
Was willst du ? Komm , wir spielen allein
Was bin ich selbst ? Ein Kind der vielen
Der Schatten eines armen fremden
Der halbe Weg von Gott zum Menschen"
176,GPT3,104.4483296650405,"Wenn man erwacht im Morgengrauen
Und alle Welt ist neu und ewig
Ein neuer Tag , ein neues Leben
Und doch ist alles wie geträumt
Ein Traum vom Glück , vom Frieden , leben
Doch nur ein Traum , ein fremder eben
Ein Traum vom Glück , vom Frieden , Liebe ,
Doch nur ein Traum , ein fremder eben
Wenn man erwacht im bunten träume
Und alle Welt ist neu und ewig
Ein neuer Tag , ein neues Leben
Und doch ist alles wie geträumt
Ein Traum vom Glück , vom Frieden , leben
Doch nur ein Traum , ein fremder eben
Ein Traum vom Glück , vom Frieden , Leben"
177,GPT2-large,16.15035085538134,"Also hat Natur sich auch so
ihres Schicksals wohl sich er
Fromm gedenkt und wohl gefällt mir
Wos auf Erden Freude giebt es ,
Also war ihr Wesen so rein
Freudig wars und schön und auch klug ,
Daß ein zierlich Werk mir scheinen
Alles nach der eignen Weisen ,
Alles nach der eignen Art that
O die Mutter die ist so schön !"
178,GPT2,21.9572200074178,"Sitzt der alte Morgenstern oben
Längst verglommen war die hitze
Schlecht gewoben auch die Sterne sind
Schlicht und heiter als das große
Schlicht und heiter auch das Wetter ist , 
Ists nicht lustig , ists nicht so schlimm ? 
Lehre lehre mir die Lerche dich 
Lehre lehre uns das wesen"
179,GPT3,16.443370845860333,"Das fragen wir uns heut und jeden abend
Es ist die Frage , die uns alle kümmert
Und doch ist niemand , der sie wirklich klärt
Denn wenn es eine rechte Antwort gäbe"
180,GPT3,5.172806269501818,"Denn alles , was die alten herren nennen
Ist , was ich jetzt bin , oder was ich sein möchten
Was also kann es nützen , wenn man redet ,
Wie sich die Dinge nur verhalten mögen ?
Ist es nicht besser , dass ich meine stelle
Gebrauche , also um mich selbst zu bilden
Als daß ich mich mit solchen Sachen quäle ,
Die mich in meinem Wachstum nur behindern ?
Ach , laßt mich einmal doch die Dinge nehmen , 
Wie sie sich alles geben , wie sie kommen ;"
181,GPT2-large,30.98476481534714,"Nah und fern und nah und ewig weit
Dieses ist der Sinn der reise
Nah und fern und fern und neige ,
Immer zu dir selbst zurück mich .
Male du den ganzen norden
Nimm den ozean in die blaue flut
Strich durch sternenlose berge .
Sei mein ufer und sei mein himmel ;
Setze dich an meinen schreibtisch . 
Lerchenzug am ersten kirchturm !"
182,GPT2-large,39.87428550915677,"Ich will mich nun von allem dieser äußern . 
Man singe , so che dune et les roses , 
Es singe denn mein lieber deutscher Schiller 
Was soll man da che dune et les roses ? 
Ihr wolltet mich für widerlegt erkläre , 
Ich aber will mich durchaus nicht von euchotiveire . 
Ich freilich sehe hierin keine Absicht . 
Nein , lieber Freund ! das ist nicht meine Absicht . 
Was ist das für ne unverschämte Bitte 
Ihr wolltet mich für widerlegt erkläre ,"
183,GPT2-large,22.219327197104395,"In den Bergen wird der Schnee nicht
auch nicht in den tiefen Tälern mehr
Ist mir doch ein bißchen gar hold .
Niemand wird dich bitter rügen noch ,
Daß du klein und laut und dumm bist
Niemand wird umsonst verlangen eben
daß du leise bist und leise
Daß du leise bist und so laut
Daß im tiefsten Tann dich kracht sein
Niemand wird umsonst verlangen mehr
Daß du leise bist und so schön !
lieder Ich will ja nicht mit dir
Hören , sondern mit dir fühle
O daß ich dir immer dächte so ,
wie ein junger Jüngling heute ."
184,GPT2,0.21760773867520664,"Und dem voraus das Rätsel einer Sonne
Die sich entzündet an ihm , also lösend ,
Im Wäldedübel seines lauten sohnes
Wer kömm in dieses Waldes wilden Blüten ,
Wer sorglic him in diesem schönen Lande
Und löst des Schicksals Rätsel lösen , also
genau . Ergänzung , Herr Berichterstatter . .
Daß wir nicht wieder mit uns selber sagen
Die beste Lösung wegen dieser Scenen ."
185,GPT2-large,35.6910015704264,"Doch um des Schönen Ziel zu heben
Bist du dem Guten nur gewohnt
Und in des Dichters Geist zu leben ,
Bist du dem Leben zugewandt
Und wieder von ihm fortgerissen
An wendest du dein gläubig Ohr
Zu einer Gottheit nur gehöret !
Zu deinem Himmel , welcher nur
Dir wallet durch das offne Fenster , 
Zu deinem Schoße , welcher nur"
186,GPT2-large,14.353259570363681,"So was ! O , vor solcher Sense knie 
Das soll es das bringt den teufel ! 
Drauf der gute alte Bauer spricht 
Ach , daß Gott Sie mir gewährte , 
gestern auf dem Weg zur Mühle dort 
da hab ich das noch nicht so 
wenig so genau genommen hat . 
Mit den Messern in der Hand die , 
eben die Mutter hat es nicht . 
Das war eben ein trefflich Stück da ."
187,GPT2-large,101.31769156955866,"Die Erde liegt in tiefer laune
Die Erde liegt in tiefem Traume ,
Die Erde liegt in tiefer frieden
Er ist ich bin ich kann nicht lieben ,
Die Erde liegt in tiefem weinen
Er ist ich bin ich kann nicht wähnen
Die Erde liegt in stiller hölle
Die Erde liegt in stiller welle
Die Erde liegt in tiefem trauern"
188,GPT2-large,22.453528312478724,"An etwas eine feste bindung
die Meinung aber ist niemals fest
An etwas dennoch fest zu halten ,
Ist doch ein gar zu großer Akt !
Zu groß für eine kleine kette
Man weiß sich selbst nicht treu gemeint
Zu klein für eine solche Kette !
Zu groß erscheint ein böser Feind
Und droht dem guten Freund mit eisen
Die Meinung aber ist niemals falsche
Sie kann sich auch als wahr beweisen
Zu groß erscheint ein Widerspruch ,
genau Das aber ist doch nicht wahrheit
Zu groß erscheint ein großes Gift
Zu giftig ist die böse Wahrheit"
189,GPT2-large,9.83468866185822,"Wie ? Was soll das also heißen nun
Nun ! ich tu es kurz und bitter
was Sie eben nicht leiden können ist ,
wenn ein Mann im Bett sich windet !
Sie Sie muß sich wie Sie mag er
unbeweglich wie ein wund ger
ollen ihrem Willen sich ganz
an sich sie ist , ähm , die Mutter
ist die wills aus purer Bosheit tun . 
aber das haben andre ja auch"
190,GPT2-large,142.33913924523506,"Ich freilich halte sie für unmoralisch , 
Ein alter Sack mit einem dicken Backen . 
Ein alter Sack mit einem dicken Backen 
Ich freilich halte sie für unmoralisch 
Doch allein für beglücken kann ich sie nicht . 
Doch allein für beglücken kann ich sie nicht . 
Ein altes Sack mit einem dicken Backen , 
Ich freilich halte sie für unmoralisch 
Doch allein für beglücken kann ich sie nicht . 
Sie kann den Teufel auch zum Spaß beneiden ,"
191,GPT2-large,14.672722239318556,"Ein ewge Frühling wird geschlagen
Dem Menschen wird die Lust zuletzt gebracht
Es klingt , o Mädchen , dir die Sehnsucht
Aus jedem frühen Lockenkuß hervor ;
Am Ufer der Zeit , am festen ozean
Es golden singt des Adlers kühnes ma
Es lächelt in des Mondes Schimmer ,
Und aus den klaren Äuglein sie lacht so
Mir ist dein Lächeln eine Wonne 
Der Morgen kommt heran , die Welle steigt ,"
192,GPT2-large,20.66165794230556,"Sage ich es laut und offen , 
Weiß ich wohl , die Sonne scheint nicht , 
Aber ein Tropfen dunkelt so hell ! 
Also ist die ganze Kunst da 
Zum Erstaunen bin ich noch jetzt . 
Kommt aus allen Gauen uns her , 
In die ganze Welt getragen 
Immer an der eignen treue wand ! 
Ist in mir ein starker segen , 
Ja ein heilger stamm der menschheit ,"
193,GPT2-large,14.644129181437288,"Erleuchten muß in dir die himmel
das Leben wird in Glut versinken
Es ist genug , wenn dir der erste
Den ursprung alles auf dem Erde
Bewußt . Und was du siehst und höre
Dein Denken heißt , du glaubst , ich irre .
Du bist der Schöpfer aller seien
Bist es nicht , der in uns das Wesen ,
Wenn wir des Menschen wesen heien
Als ob in dir des ganzen Wesen"
194,GPT2-large,22.27446955129703,"Auf daß der Geist aus dieser erden
Sich zu dem Höchsten hin bewegt ,
Will ich in diesem Tempel nieder
Und wenn mir einst der Tod ihn hier
Als Lehrer hingestellt als lehrer
Auf grüner Triften einsam hier
Des Lebens Lehre ihm erschlossen
Alsdann ihm selbst gehört , wofern
Der alte Vater noch am sitze
Von Herz zu Herz mit seiner Zeit ,"
195,GPT2_top_p,3.861072102646451,"Ich sitze einsam auf der stelle
Der deutsche Strom ist kalt und stille
Die Segel schlägt der Sturm geschwinde
Ich denke manchmal einsam allein ,
Als nach vertiefter wähne leben
Als ruhig , wie mein ganzes Leben
Von seinen weiten fernsten Fernen , 
Un wenn der Engel wieder geyerht ,"
196,GPT2-large,13.097994729304245,"Denn wer den Menschen wirklich will überwinden
Der vater muß sich mit ihm selbst ergeben
Da ich dies aber mit klugen Augen sehe ,
der hat sie Ja , sie ist durchaus vorhanden
Ob Gott gewollt Ich bin mir selbst nicht ferner
Es wird die Zeit die rechte Lösung haben
jedoch ich aber ich aber will weiter leben
Bin ich kein deutscher Sklave mehr und keiner
Den habe ich erniedrigt oder überhoben , 
Ich bin ein freier Mann und habe keine"
197,GPT2-large,46.642594871545775,"Und wie er dann mit seinem Schutt die Welt
Verschutt , was werden wird aus ihr erstehen ?
Und werden seine Fürsten dann dereinst
Zu unsern eignen Füßen niederfallen !
In diesen Trümmern wird dereinst vergehn
Ihr kennt sie ja , die großen Fabelwesen ,
Die ruhelosen wesen , die zuletzt
Erwacht aus ihrem tiefen Schlafesdunkel
Nach langer , langer Irrfahrt durch das exil
Den Kelch der Wahrheit frisch empfangen haben"
198,GPT2-large,29.391833558696437,"Und wie das Hohe so begeistert
Wenn es verklärt das Schöne sieht !
Was da mich ganz erstaunte , allein
Du bist , Natur ! Ich selber bin
Dein Meister , der dich still geleitet
Mich selber führst zur Harmonie .
Ich hör dein hehres Lob erschallen
Mich selbst jedoch vernimmts nicht mehr .
Mir ists , als hört ich aus der quellen
Was ich geschaut hienieden nie ;"
199,GPT2-large,23.579391239311338,"Schäfer schäfer Schäfer Lämmer Schnitter pferd schaf
Sädelbrief aus frankreichs König Philipps händen
Aus Aus Sädelbrief aus frankreichs König louis prinz
Sädelbrief aus frankreichs König Philipps Handen
aus aus aus Aus f g König Philipps prinz hof"
