,word1,word2,rhyme
9665,sätze,geschwätze,1
9666,streut,scheut,1
9667,giebt,so,0
9668,osterglockenläuten,verheiungsreich,0
9669,war,jahr,1
9670,klein,wein,1
9671,gro,lachen,0
9672,herz,scherz,1
9673,laute,baute,1
9674,todtenbaar,mordaltar,1
9675,machen,wieder,0
9676,leiden,zweig,0
9677,gehofft,lebenstage,0
9678,blüht,gewinnet,0
9679,blüht,was,0
9680,geist,meist,1
9681,schone,häufende,0
9682,kunst,haben,0
9683,willen,festiglich,0
9684,liebespein,mündelein,1
9685,bette,stätte,1
9686,ein,seyn,1
9687,allein,seyn,1
9688,gunst,bekümmernü,0
9689,geist,fortgereist,1
9690,pfahl,strahl,1
9691,reicher,oben,0
9692,weihte,angeschaut,0
9693,an,hahn,1
9694,scheinen,weinen,1
9695,ma,dra,1
9696,beben,nieder,0
9697,stehn,untergehn,1
9698,wind,kind,1
9699,bemüht,leer,0
9700,drei,livrei,1
9701,ein,schickt,0
9702,streiter,weiter,1
9703,überschattet,hattet,1
9704,geleitet,bereitet,1
9705,portion,gunst,0
9706,frucht,verflucht,1
9707,verscheuchen,gleichen,1
9708,strand,innen,0
9709,freude,blitzen,0
9710,wind,geschwind,1
9711,kan,gethan,1
9712,ergiebet,todesschmertz,0
9713,ruh,schmertzen,0
9714,seyn,wild,0
9715,possen,bestimmt,0
9716,sau,durchbohrt,0
9717,matt,wind,0
9718,geboren,pflegt,0
9719,nieder,gefärlich,0
9720,seyn,gleich,0
9721,flor,verlor,1
9722,erhol,entbreen,0
9723,narcissen,ausgerissen,1
9724,abendroth,tod,1
9725,rennen,dar,0
9726,thun,giebt,0
9727,traben,nicht,0
9728,mein,jugendtagen,0
9729,hingegeben,leben,1
9730,todesschatten,hatten,1
9731,wege,sinn,0
9732,finge,dinge,1
9733,feind,an,0
9734,wär,nicht,0
9735,kaum,traum,1
9736,scheint,geweint,1
9737,beben,ergrauen,0
9738,füllt,teiche,0
9739,lügen,betrügen,1
9740,herein,vergeht,0
9741,ohren,fliehet,0
9742,treu,ergetzt,0
9743,schwung,jung,1
9744,vernommen,lieff,0
9745,durchdrang,sang,1
9746,jammerfluthen,quell,0
9747,kränken,traum,0
9748,glutt,gesterckt,0
9749,liebesgluth,steckt,0
9750,schlimmenlügen,vergillt,0
9751,geht,liederringen,0
9752,gekommen,über,0
9753,weib,leib,1
9754,lustgebüschen,erwischen,1
9755,gebracht,gemacht,1
9756,spielt,erde,0
9757,flu,beweinen,0
9758,stechen,brechen,1
9759,blutt,weh,0
9760,lieget,triumph,0
9761,kranz,natur,0
9762,blut,soldaten,0
9763,trank,fein,0
9764,zeit,ewigkeit,1
9765,wuth,gelehret,0
9766,ehen,sehen,1
9767,satt,hofgelichter,0
9768,stehn,gehn,1
9769,brust,rinnen,0
9770,niederthauen,haar,0
9771,droben,heut,0
9772,hand,rand,1
9773,zeilen,heilen,1
9774,märe,an,0
9775,ohren,herr,0
9776,mehr,zieht,0
9777,birget,nicht,0
9778,fassen,fassen,1
9779,sterbligkeit,windelbinden,0
9780,zärtlichkeit,lag,0
9781,charitinne,geschlafen,0
9782,neid,sinne,0
9783,blicke,violen,0
9784,scheiben,schreiben,1
9785,her,meer,1
9786,saust,bindet,0
9787,spielen,fühlen,1
9788,kan,breiten,0
9789,irrt,dafür,0
9790,brennt,nie,0
9791,beschönigs,königs,1
9792,trieben,lieben,1
9793,ruhme,heiligthume,1
9794,erlauchte,verhauchte,1
9795,eil,beil,1
9796,heist,tücken,0
9797,welt,hält,1
9798,jahre,spare,1
9799,wappen,kranz,0
9800,klammern,jammern,1
9801,freunde,narren,0
9802,strand,vaterland,1
9803,sparth,sol,0
9804,toben,loben,1
9805,erdgeschosse,heut,0
9806,getrieben,lieben,1
9807,ein,kräfte,0
9808,leib,hingestrecket,0
9809,erschrecken,eibenhecken,1
9810,himmelreich,für,0
9811,füllen,erfreut,0
9812,geschwellt,welt,1
9813,ha,morgeroth,0
9814,ist,draus,0
9815,entgangen,sand,0
9816,raum,traum,1
9817,seyn,töchterlein,1
9818,irren,schwirren,1
9819,sei,verachtung,0
9820,lauf,leiden,0
9821,hütten,mitten,1
9822,kahn,bahn,1
9823,liebe,jahr,0
9824,sommerhau,spielen,0
9825,wecken,erschröcken,1
9826,dumm,herum,1
9827,seyn,bestand,0
9828,leibe,weibe,1
9829,gehen,moscheen,1
9830,ihr,unterwinden,0
9831,frage,sage,1
9832,ist,gestehen,0
9833,licht,saal,0
9834,jahr,waar,1
9835,schnabel,gabel,1
9836,haben,gaben,1
9837,stehn,anverwandte,0
9838,fühlen,spielen,1
9839,wolgeboren,verloren,1
9840,kennen,nennen,1
9841,lieben,amtmannin,0
9842,gemach,dort,0
9843,mein,seyn,1
9844,gilt,wilt,1
9845,treue,thal,0
9846,breviere,hauf,0
9847,besuchen,hat,0
9848,studiosen,losen,1
9849,ertragen,tagen,1
9850,hertze,pfeilen,0
9851,leben,auen,0
9852,betrügen,hin,0
9853,stillen,willen,1
9854,sicherheit,lustbarkeit,1
9855,laben,haben,1
9856,zerfetzet,gesetzet,1
9857,schuld,rath,0
9858,dar,schaar,1
9859,friede,liede,1
9860,ver,singen,0
9861,kissen,gewissen,1
9862,gedanken,sanken,1
9863,die,war,0
9864,viele,thal,0
9865,flur,sonnenschein,0
9866,lieder,singen,0
9867,dank,dir,0
9868,samen,kamen,1
9869,draus,ruh,0
9870,ehre,vermehre,1
9871,jammerthal,fieber,0
9872,wind,sind,1
9873,sterben,aus,0
9874,ungeacht,macht,1
9875,nacht,steigen,0
9876,musenschaar,belaubt,0
9877,göttergleiche,einenstreiche,1
9878,vorbei,rauschet,0
9879,schmerzen,mord,0
9880,kind,mächte,0
9881,lehren,ehren,1
9882,napeinnen,lache,0
9883,gsund,gut,0
9884,müh,an,0
9885,seyn,pein,1
9886,schön,schlagen,0
9887,schlacht,müden,0
9888,ein,seyn,1
9889,zahl,gluth,0
9890,niedrigkeit,leben,0
9891,abgemeyt,huld,0
9892,gefallen,angstgeschrey,0
9893,flammen,zusammen,1
9894,bleibt,hoffen,0
9895,traum,sternenschaar,0
9896,schützt,branger,0
9897,bürgerhauf,davor,0
9898,lamm,scheiden,0
9899,gehört,hell,0
9900,zieht,kniet,1
9901,weich,bleich,1
9902,spricht,schwer,0
9903,angesicht,leiden,0
9904,prangen,gestrickt,0
9905,wiederkehrt,begehrt,1
9906,augegeben,leben,1
9907,todesnoth,leben,0
9908,stadt,erkunden,0
9909,spott,sand,0
9910,bekand,bestand,1
9911,vor,liebet,0
9912,gemacht,schon,0
9913,flo,last,0
9914,uns,duns,1
9915,hin,gewinn,1
9916,drücken,entzücken,1
9917,zerrissen,wissen,1
9918,ist,mein,0
9919,herd,verklärt,1
9920,ma,a,1
9921,schon,das,0
9922,ruhestelle,niederhangen,0
9923,stier,ihr,1
9924,knecht,geduld,0
9925,bundes,fundes,1
9926,schrecken,ecken,1
9927,bricht,licht,1
9928,seigerschlage,missen,0
9929,dunkelgrau,gehau,1
9930,land,hand,1
9931,durchstreichen,erreichen,1
9932,verneuret,steuret,1
9933,erbarm,thue,0
9934,weide,jhr,0
9935,häufende,geraubt,0
9936,nacht,bild,0
9937,angefangen,unbekant,0
9938,zerfällt,welt,1
9939,bedenke,brautgeschenke,1
9940,schatz,schmatz,1
9941,heilen,strebt,0
9942,wohn,belohnung,0
9943,vergnügt,safft,0
9944,weh,verletzen,0
9945,ende,hände,1
9946,fröligkeiten,seiten,1
9947,rein,seyn,1
9948,namen,tugendsaamen,1
9949,schreyt,kennt,0
9950,regieren,walten,0
9951,ehre,gehöre,1
9952,kalten,jahrtausendalten,1
9953,durchgestiegen,welt,0
9954,noch,fort,0
9955,heimatweh,königswort,0
9956,schwäntzt,gläntzt,1
9957,stadt,gliedern,0
9958,husch,wol,0
9959,paar,gewahr,1
9960,ballen,wallen,1
9961,gleichend,kaftane,0
9962,beschweret,vergleichen,0
9963,hand,wunder,0
9964,tagen,geschlagen,1
9965,her,wär,1
9966,hold,gold,1
9967,erfüllen,hand,0
9968,verbleiben,verführer,0
9969,angesichte,gedichte,1
9970,lohn,feldschalmey,0
9971,nichts,lichts,1
9972,befahl,verwerfe,0
9973,fahre,gebahre,1
9974,kriegt,ku,0
9975,weggerafft,kammer,0
9976,hin,dir,0
9977,mein,elfenreihn,1
9978,magd,stroh,0
9979,mir,hier,1
9980,lumpenkasten,hassten,1
9981,herrligkeit,ausbreit,1
9982,nur,zeiget,0
9983,zweck,kan,0
9984,nacht,gedacht,1
9985,ternate,auf,0
9986,gipfeln,wipfeln,1
9987,mama,wegen,0
9988,erschiene,verdienen,1
9989,sarg,hinunterweben,0
9990,geblieben,leibe,0
9991,zuklagen,zerschlagen,1
9992,locken,reiter,0
9993,mondesglanzgeweiht,traumseligkeit,1
9994,schildgeschmeid,burggesind,0
9995,fenster,gassengespenster,1
9996,liebe,mann,0
9997,erschallen,ballen,1
9998,ergötzet,verlötzet,1
9999,verwesung,baar,0
10000,zeigen,steigen,1
10001,gelten,schelten,1
10002,frauen,kleide,0
10003,pravieret,zieret,1
10004,schalmeien,reihen,1
10005,dannenwald,feinde,0
10006,selbstgewachsnerspeis,bäumereis,1
10007,dich,ritterlich,1
10008,alsdenn,lied,0
10009,junge,freudensprunge,1
10010,gebrochen,eigenthum,0
10011,magdalen,stehn,1
10012,früh,verloren,0
10013,schier,dir,1
10014,hohn,todtenkron,1
10015,nackten,packten,1
10016,verfliessen,ding,0
10017,thal,qual,1
10018,schlu,lust,0
10019,strecken,beil,0
10020,beste,neste,1
10021,schwung,schlung,1
10022,hände,rein,0
10023,stunden,entbunden,1
10024,hinaus,haus,1
10025,mir,hier,1
10026,geschehen,freud,0
10027,erben,sterben,1
10028,sinn,bin,1
10029,will,herz,0
10030,ruheplatz,hertzen,0
10031,gewinnen,schafft,0
10032,mich,fliegen,0
10033,erdacht,gemacht,1
10034,friede,kan,0
10035,tod,wald,0
10036,bin,himmelsstrich,0
10037,wacht,gemacht,1
10038,hier,töchterlein,0
10039,besessen,gott,0
10040,gelandet,versandet,1
10041,viel,bleiben,0
10042,wort,empfunden,0
10043,abenteuer,gebogen,0
10044,freuden,beneiden,1
10045,stuhl,kirchenfürst,0
10046,wein,spur,0
10047,schimmel,himmel,1
10048,flamme,götterstamme,1
10049,zeit,auffgesetzet,0
10050,todt,mund,0
10051,sendete,palästen,0
10052,verletzen,wetzen,1
10053,waare,leid,0
10054,grunde,sunde,1
10055,verschonen,bewohnen,1
10056,gerecket,mutt,0
10057,mirtenbüschen,dazwischen,1
10058,doch,rosen,0
10059,versuchen,honigkuchen,1
10060,gut,blut,1
10061,spricht,oft,0
10062,landsturmartig,jammern,0
10063,spiel,hütte,0
10064,wein,herein,1
10065,feurentzücken,drücken,1
10066,seyn,fein,1
10067,haus,entsetzt,0
10068,ziert,gunst,0
10069,erlesen,gewesen,1
10070,wagen,hochzeitfeyer,0
10071,wir,thut,0
10072,erhellt,weben,0
10073,schlachtentänzen,bekränzen,1
10074,kracht,sinnen,0
10075,korn,vorn,1
10076,gönnen,können,1
10077,geben,leben,1
10078,mädchen,rädchen,1
10079,fischerkahn,an,1
10080,behend,eil,0
10081,dich,mich,1
10082,ringelhaar,kinderhimmelreich,0
10083,natur,schoe,0
10084,herde,erde,1
10085,rom,menschenstrom,1
10086,giebt,seyn,0
10087,seele,harret,0
10088,klirrte,verwirrte,1
10089,höhn,gehn,1
10090,schwart,schlauch,0
10091,nacht,trauertracht,1
10092,sey,borgen,0
10093,gehört,zerstört,1
10094,tausendmal,bitt,0
10095,rast,charitinne,0
10096,lebt,bebt,1
10097,leuchte,feuchte,1
10098,erblicken,schicken,1
10099,kan,wil,0
10100,letzten,versetzten,1
10101,kreisen,weisen,1
10102,küssen,müssen,1
10103,schoos,ermant,0
10104,streit,unerschöpftenwitze,0
10105,linde,flötenklang,0
10106,todgewässer,nah,0
10107,mehr,ehr,1
10108,gebet,stein,0
10109,nacht,pracht,1
10110,schüttern,entzittern,1
10111,vermöchte,warten,0
10112,streiterschaaren,gefahren,1
10113,gut,simedion,0
10114,niesen,erwiesen,1
10115,bewandt,charitinne,0
10116,lag,pein,0
10117,für,thür,1
10118,zubedienen,erkühnen,1
10119,überwogen,schrein,0
10120,klang,gang,1
10121,nachzueilen,schritten,0
10122,wieder,lichte,0
10123,schlachte,brachte,1
10124,kinde,schlo,0
10125,bahn,begleiten,0
10126,liegt,fluges,0
10127,bekränzet,lust,0
10128,erkennen,nennen,1
10129,tragen,verjagen,1
10130,pein,seyn,1
10131,abendzeit,nacht,0
10132,räude,hervor,0
10133,brennt,ruhte,0
10134,finsterni,sonnenlicht,0
10135,bereiten,schmalen,0
10136,sprang,wogendrang,1
10137,geblieben,moose,0
10138,gesucht,war,0
10139,verlieren,triumfieren,1
10140,geschwungen,schmecket,0
10141,vergessen,alpenglühen,0
10142,hält,geboren,0
10143,spahren,verwahren,1
10144,übersteigt,zeigt,1
10145,sehn,geschehn,1
10146,schön,schön,1
10147,schone,throne,1
10148,sehn,schlummerstatt,0
10149,brust,fühlt,0
10150,warum,dumm,1
10151,wildverkehrter,schwerdter,1
10152,hier,wir,1
10153,schmisse,seyn,0
10154,lohne,myrthenkrone,1
10155,geblüt,mehr,0
10156,nicht,nicht,1
10157,seyn,auersehen,0
10158,entreist,fort,0
10159,kämpfen,dämpfen,1
10160,um,dumm,1
10161,haus,dreye,0
10162,lobgesang,ihrfreudenzähren,0
10163,liebt,ergiebt,1
10164,lüsten,küsten,1
10165,an,kan,1
10166,lädelein,seyn,1
10167,cherubinen,seraphinen,1
10168,sterngerichte,müh,0
10169,dran,an,1
10170,schmierereyen,verlust,0
10171,mund,burgund,1
10172,mehr,sehr,1
10173,land,erstickt,0
10174,sollen,lät,0
10175,gegangen,breit,0
10176,düften,triften,1
10177,stand,seite,0
10178,gabe,habe,1
10179,stehen,weg,0
10180,wangen,auffgefangen,1
10181,beschert,baun,0
10182,gebracht,nacht,1
10183,feilen,warten,0
10184,her,bewahrt,0
10185,sind,bestreiten,0
10186,hundesstern,kerze,0
10187,tichten,richten,1
10188,minneglücks,reihn,0
10189,kan,an,1
10190,braut,vertraut,1
10191,krankenzimmer,fontaine,0
10192,fein,freudenschein,1
10193,reben,gegeben,1
10194,beinen,weinen,1
10195,offenbaren,laube,0
10196,schwinden,gründen,1
10197,göhnet,gekrönet,1
10198,zeichen,hund,0
10199,vol,zurük,0
10200,morgeroth,stoht,1
10201,frühlingsheiter,himmelsleiter,1
10202,willen,amaryllen,1
10203,hat,zugeniessen,0
10204,ab,erkennen,0
10205,au,ehrlich,0
10206,wunderschön,dankbarkeit,0
10207,dich,aufsteiget,0
10208,zerbricht,lebenszeit,0
10209,schlesien,pinsel,0
10210,rang,lippe,0
10211,ewigkeit,vertraut,0
10212,erhitzt,richte,0
10213,empfinde,seyn,0
10214,beigemache,funken,0
10215,schafe,kaum,0
10216,flekken,verschworen,0
10217,entdeckt,schreckt,1
10218,still,dann,0
10219,kapelle,kapelle,1
10220,schont,gewohnt,1
10221,vermehren,ehren,1
10222,glaubensheld,stellt,1
10223,pein,seyn,1
10224,arm,geberde,0
10225,mauer,darf,0
10226,gesicht,gesträuche,0
10227,held,aufgeschwellt,1
10228,ab,ab,1
10229,kleide,freude,1
10230,an,noht,0
10231,natur,versunken,0
10232,seh,pracht,0
10233,wohlgestalt,mayen,0
10234,ausliessest,wiesest,1
10235,weicht,paar,0
10236,zimmern,vorbei,0
10237,angegriffen,trieffen,1
10238,kinderzeit,waldhornmelodieen,0
10239,recht,geschwächt,1
10240,vergangenheit,rechte,0
10241,rebenlauben,hecken,0
10242,ran,schnitter,0
10243,träncket,gehn,0
10244,glühen,blühen,1
10245,verwanternicht,mehrgeschicht,1
10246,thier,mir,1
10247,vertreten,brust,0
10248,gemacht,wagen,0
10249,reh,sehe,0
10250,hochgelahret,gesparet,1
10251,kähne,thräne,1
10252,gras,abendroth,0
10253,gelegen,parade,0
10254,seel,nicht,0
10255,schaar,amaryllen,0
10256,nichtungerochen,eydgebrochen,1
10257,hingelegt,rein,0
10258,stunden,gebunden,1
10259,beyden,dir,0
10260,uberwinder,überwind,0
10261,kan,überzeugen,0
10262,spricht,wände,0
10263,verbrannt,geblieben,0
10264,zahl,quahl,1
10265,künnen,sinnen,1
10266,versprach,nach,1
10267,ergeben,leben,1
10268,mehr,sehr,1
10269,entgegen,verlegen,1
10270,kurzweil,ehren,0
10271,macht,fallen,0
10272,myrtenkränzen,lenzen,1
10273,wanderstab,grab,1
10274,kan,namenslicht,0
10275,nein,seyn,1
10276,eingeschnitten,silberschilderei,0
10277,pfand,sand,1
10278,gefällt,behält,1
10279,bethört,stört,1
10280,alten,halten,1
10281,hand,wundereilig,0
10282,wolfstornister,frieden,0
10283,geschicke,knicke,1
10284,dröhnt,meer,0
10285,speer,hauptverhüllte,0
10286,geblieben,erblassen,0
10287,gutten,vermutten,1
10288,gebe,lebe,1
10289,erben,scherben,1
10290,dirne,lohnen,0
10291,bitter,ungewitter,1
10292,mögen,geschehn,0
10293,spielte,jocus,0
10294,magnet,mitternacht,0
10295,geehrt,gabe,0
10296,spiegelkindlein,reich,0
10297,narrethei,vorgenommen,0
10298,erfüllen,wahn,0
10299,rath,blühen,0
10300,einmal,pennal,1
10301,geschicke,lernt,0
10302,theil,heyl,1
10303,dämpffen,anzukämpffen,1
10304,los,sagen,0
10305,offt,gehofft,1
10306,geben,schuld,0
10307,gebet,tür,0
10308,seyn,seyn,1
10309,gro,knecht,0
10310,weh,vergehe,0
10311,kothurne,erdenball,0
10312,taugen,augen,1
10313,dar,sehn,0
10314,lorbeerwald,schallt,1
10315,aufgeschmückt,glänzet,0
10316,verschönt,tönt,1
10317,kranken,gedanken,1
10318,meer,rechtefüllte,0
10319,jocus,froh,0
10320,entzückt,kokette,0
10321,machen,gewacht,0
10322,bauen,zeit,0
10323,mild,durchwebt,0
10324,betäuben,flucht,0
10325,an,hortulan,1
10326,schein,floh,0
10327,niederschlagen,jagen,1
10328,ragt,gefragt,1
10329,trug,weckte,0
10330,nicht,sternen,0
10331,geworben,hain,0
10332,mir,orte,0
10333,herzen,dir,0
10334,schmal,überall,1
10335,hertzenleide,mann,0
10336,modewelt,gestelt,1
10337,spricht,nicht,1
10338,plagen,geist,0
10339,süssen,raube,0
10340,schencke,lust,0
10341,munde,nur,0
10342,wird,kosen,0
10343,friedengassen,ungewitter,0
10344,missethat,hertzen,0
10345,eingeschenket,heut,0
10346,behält,tücke,0
10347,verbleiben,treiben,1
10348,reiter,streiter,1
10349,entsprungen,hayn,0
10350,zurückgebeugt,fleugt,1
10351,vermählet,hand,0
10352,herren,versperren,1
10353,dorthin,gewinn,1
10354,säulen,verweilen,1
10355,schnell,hell,1
10356,neid,balles,0
10357,schlafen,schlägt,0
10358,schöne,thöne,1
10359,mir,jahren,0
10360,binden,muthe,0
10361,schmalen,schalen,1
10362,machten,lachten,1
10363,geleite,seite,1
10364,ist,frist,1
10365,schild,bild,1
10366,beugung,muth,0
10367,bey,schafen,0
10368,vexieren,führen,1
10369,dra,lit,0
10370,schäferinn,frey,0
10371,gefahr,gleise,0
10372,mähne,zähne,1
10373,mendelmaier,rätseleier,1
10374,gerissen,gott,0
10375,paradies,aus,0
10376,blasen,aue,0
10377,sey,breit,0
10378,schwinden,wind,0
10379,mercur,liebesspur,1
10380,erbitten,schütten,1
10381,steuret,vaterlande,0
10382,minnejahren,kind,0
10383,thurm,sturm,1
10384,charitinne,sinne,1
10385,ein,seyn,1
10386,gefunden,weidet,0
10387,an,geben,0
10388,nahmen,saamen,1
10389,schauer,trauer,1
10390,ausgesetzte,letzte,1
10391,kam,zypressenkranz,0
10392,klein,verständiger,0
10393,lakei,herbei,1
10394,speit,rauschen,0
10395,hingestellt,an,0
10396,weise,kreise,1
10397,pein,stein,1
10398,muht,gut,1
10399,rose,dierose,1
10400,versehen,vergehen,1
10401,frucht,könnt,0
10402,beqvemt,nehmt,1
10403,venus,buntefantasus,1
10404,begreift,streift,1
10405,stören,föhren,1
10406,barmhertzigkeit,liebeswercken,0
10407,entsetzen,harren,0
10408,umkränzt,glänzt,1
10409,macht,singen,0
10410,blüht,verschönt,0
10411,schmückten,pflückten,1
10412,fehlet,verhehlet,1
10413,reich,zu,0
10414,leget,reget,1
10415,verzagen,wagen,1
10416,see,sinne,0
10417,sind,gleich,0
10418,gewerben,sterben,1
10419,lag,stunde,0
10420,eigenschaft,dringen,0
10421,wandeln,mund,0
10422,wagen,singen,0
10423,duftigklar,wunderbar,1
10424,fände,verstände,1
10425,kann,fällt,0
10426,menschenschaar,nebukadnezar,1
10427,flüssz,fü,0
10428,mahl,wahl,1
10429,wedel,schädel,1
10430,hum,um,1
10431,sollt,wollt,1
10432,allerley,ewigkeit,0
10433,bächen,bild,0
10434,acht,all,0
10435,wasserquelle,helle,1
10436,see,klee,1
10437,hei,listen,0
10438,güte,erhoben,0
10439,leid,weit,1
10440,theuer,feuer,1
10441,will,küt,0
10442,figur,tropf,0
10443,genährt,bewährt,1
10444,seyn,empfunden,0
10445,licht,gesaget,0
10446,natur,freude,0
10447,todesschmertz,sich,0
10448,chor,waffengeschmeide,0
10449,mondenscheine,pantöffelein,0
10450,biegen,erweiset,0
10451,wohlgefällt,unterhält,1
10452,bezeugen,lindenstamm,0
10453,sünder,uberwinder,1
10454,augenglantz,krantz,1
10455,mittagsstunde,wunde,1
10456,farbenreiber,gelichter,0
10457,sey,tag,0
10458,liebe,liebe,1
10459,macht,geben,0
10460,weidensträhnen,rauh,0
10461,mitternacht,macht,1
10462,unterwies,ertönte,0
10463,hat,ein,0
10464,klagen,zagen,1
10465,versprochen,fortgekrochen,1
10466,allein,fein,1
10467,brate,lasciate,1
10468,stehn,gehn,1
10469,sicht,gerissen,0
10470,kindespflicht,ausgericht,1
10471,sagen,klagen,1
10472,freuend,see,0
10473,nicht,nicht,1
10474,passen,gassen,1
10475,tabernakel,herbei,0
10476,na,mitternacht,0
10477,frauen,grauen,1
10478,vergnügen,liegen,1
10479,kam,nahm,1
10480,weise,reise,1
10481,besonnen,gewonnen,1
10482,schlafen,mann,0
10483,stand,schau,0
10484,gerechten,schafskleid,0
10485,feierstunde,grunde,1
10486,blühen,schon,0
10487,erschlagen,welt,0
10488,ruhekabinette,bette,1
10489,geben,versäumet,0
10490,eingesegnet,vermählen,0
10491,verbindet,dämpffen,0
10492,gesichte,schar,0
10493,quält,ergehn,0
10494,schmerzen,herzen,1
10495,bild,gebaut,0
10496,gefunden,leibe,0
10497,nacken,backen,1
10498,geld,welt,1
10499,kaum,pracht,0
10500,singen,klingen,1
10501,her,ausgegohren,0
10502,ariadne,fliest,0
10503,regieren,führen,1
10504,nachtigallen,konzert,0
10505,mund,wundersachen,0
10506,fehlet,dabey,0
10507,stehen,blähen,1
10508,himmeln,fest,0
10509,wange,todtenkranz,0
10510,seelenbrodt,osterlamm,0
10511,winterpracht,niedertropfen,0
10512,lasset,trauen,0
10513,dran,nothgalan,1
10514,dich,dich,1
10515,entzükt,wie,0
10516,geblieben,weggetrieben,1
10517,drauff,kauff,1
10518,dar,fein,0
10519,gemach,lugen,0
10520,erbarm,mindern,0
10521,frühlingstriebe,leid,0
10522,unterschreibt,perlemuth,0
10523,macht,gehn,0
10524,pictum,nein,0
10525,gut,blut,1
10526,leopoldus,schwendi,0
10527,leide,scheide,1
10528,ring,hieng,1
10529,sprüht,streicht,0
10530,stolz,gefechte,0
10531,kleid,pflegt,0
10532,ruhestelle,freun,0
10533,glieder,ehrlich,0
10534,nöhten,tödten,1
10535,leben,aufgeben,1
10536,herz,wort,0
10537,schön,stehn,1
10538,missethäter,fessel,0
10539,thermopilä,tagen,0
10540,band,hand,1
10541,mehr,vorbreche,0
10542,kind,sind,1
10543,fern,stern,1
10544,stehn,erfreu,0
10545,bräuche,reiche,1
10546,bemühen,schliessen,0
10547,schmachtet,begier,0
10548,schweigen,verneigen,1
10549,nachzuschwingen,kühlt,0
10550,verzehrt,erblickt,0
10551,poesie,melodie,1
10552,liebestugend,unterscheid,0
10553,spricht,nicht,1
10554,mauern,entgegenschauern,1
10555,vergossen,verflossen,1
10556,leben,gegeben,1
10557,klage,tage,1
10558,enge,menge,1
10559,erden,raum,0
10560,ehrenkrantz,geschmeid,0
10561,macht,nacht,1
10562,warten,mehr,0
10563,verstand,kümmernissen,0
10564,machen,gemüte,0
10565,thut,bahn,0
10566,gassen,lassen,1
10567,zier,gläube,0
10568,allein,seyn,1
10569,kriegen,liegen,1
10570,küssen,müssen,1
10571,pein,mein,1
10572,gläntzet,bekräntzet,1
10573,herd,verklärt,1
10574,sinnenlust,haar,0
10575,gesang,erschwang,1
10576,hervor,zittert,0
10577,klage,stahl,0
10578,giebt,söhne,0
10579,herzen,verscherzen,1
10580,bräute,laut,0
10581,zier,röselein,0
10582,willen,stillen,1
10583,an,tabak,0
10584,buchen,suchen,1
10585,fort,stunden,0
10586,schmügen,fliegen,1
10587,complimenten,studenten,1
10588,zu,dazu,1
10589,gewonnen,erhebt,0
10590,ruh,sacht,0
10591,lust,gust,1
10592,schönen,klagen,0
10593,mückensieber,lieber,1
10594,wagen,jagen,1
10595,erretter,bretter,1
10596,gra,jrrwischschein,0
10597,lernen,sternen,1
10598,stieg,sieg,1
10599,gedanken,schwanken,1
10600,liebestöne,todtenuhr,0
10601,fein,fädelein,1
10602,was,das,1
10603,zergänglich,gang,0
10604,saitenspiel,schmerz,0
10605,trommetenschall,schlacht,0
10606,gerecht,zuerkennt,0
10607,finden,aufenthalt,0
10608,gedencken,verschencken,1
10609,regente,erkennte,1
10610,hernieder,wieder,1
10611,anzuschaun,herz,0
10612,zurück,entlaubt,0
10613,entgeht,steht,1
10614,sprengen,mengen,1
10615,blute,fördern,0
10616,funkel,entzückte,0
10617,gesicht,hände,0
10618,wegen,fegen,1
10619,schuld,wunden,0
10620,liefe,drohen,0
10621,sterbekleid,hat,0
10622,wach,gemach,1
10623,see,strande,0
10624,charitinne,sinne,1
10625,nennt,kennt,1
10626,fluth,gut,1
10627,wunden,munden,1
10628,huld,mutterhertz,0
10629,kaftane,korsaren,0
10630,reinigkeit,schreyt,1
10631,gleich,reich,1
10632,guth,gottessohn,0
10633,mehr,klagen,0
10634,seyn,noth,0
10635,frisch,risch,1
10636,land,lieben,0
10637,saal,zahl,1
10638,blut,thut,1
10639,betten,ketten,1
10640,jahr,dar,1
10641,süsse,schuld,0
10642,begehrt,verkehrt,1
10643,geboren,erkoren,1
10644,rinnen,drinnen,1
10645,dort,reich,0
10646,lanzenstechen,tanz,0
10647,verschwände,taugen,0
10648,um,um,1
10649,last,rast,1
10650,seiten,hören,0
10651,schlagen,knütteln,0
10652,auf,lauff,1
10653,mal,frau,0
10654,verlangen,reben,0
10655,verwund,mund,1
10656,cypressen,vergessen,1
10657,dran,an,1
10658,scheucht,horst,0
10659,traum,kan,0
10660,schlüssen,küssen,1
10661,genüssen,verschlüssen,1
10662,gewogen,betrogen,1
10663,vermehret,hertzen,0
10664,glühen,weine,0
10665,giebst,felsenspalt,0
10666,ku,fu,1
10667,euch,reiset,0
10668,freuen,jugendlich,0
10669,härmt,wärmt,1
10670,verrauchen,einwende,0
10671,obsieget,rüget,1
10672,sanken,vier,0
10673,beklommen,rüden,0
10674,daran,schein,0
10675,steiget,zeiget,1
10676,zier,leid,0
10677,vögelein,fein,1
10678,sitten,bestritten,1
10679,regire,sinn,0
10680,strahl,thal,1
10681,gleis,eis,1
10682,geblieben,gekräncket,0
10683,gedicht,gericht,1
10684,erde,nur,0
10685,kegel,segel,1
10686,sein,thon,0
10687,irrst,wirst,1
10688,trinken,sinken,1
10689,statisten,christen,1
10690,sinn,vorbei,0
10691,euch,trunken,0
